Tactic,Police Force,Force type - Output,Tactic - Output,Age,count
CED,Derbyshire,Less lethal weapons,CED,50 - 64 years,11.0
"AEP, of which",Derbyshire,Less lethal weapons,Total: AEP,50 - 64 years,1.0
AEP aimed,Derbyshire,Less lethal weapons,AEP: Aimed,50 - 64 years,1.0
AEP fired,Derbyshire,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Derbyshire,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Derbyshire,Firearms,Total: Firearms,50 - 64 years,10.0
*Total Other,Derbyshire,Other,Total: Other,50 - 64 years,10.0
"Dog use, of which",Derbyshire,Other,Total: Dog,50 - 64 years,0.0
Dog deployed,Derbyshire,Other,Dog: deployed,50 - 64 years,0.0
Dog bite,Derbyshire,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Derbyshire,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Derbyshire,Other,Other / improvised,50 - 64 years,10.0
*Total Not reported,Derbyshire,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Derbyshire,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,176.0
*Total Tactics,Devon & Cornwall ,Total,Total: all,50 - 64 years,512.0
*Total Restraint,Devon & Cornwall ,Restraint,Total: Restraint,50 - 64 years,289.0
"Handcuffing, of which",Devon & Cornwall ,Restraint,Total: Handcuffing,50 - 64 years,254.0
Compliant handcuffing,Devon & Cornwall ,Restraint,Handcuffing: compliant,50 - 64 years,129.0
Non-compliant handcuffing,Devon & Cornwall ,Restraint,Handcuffing: non-compliant,50 - 64 years,125.0
Not stated handcuffing,Devon & Cornwall ,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Devon & Cornwall ,Restraint,Limb / body restraints,50 - 64 years,3.0
Ground restraint,Devon & Cornwall ,Restraint,Ground restraint,50 - 64 years,32.0
*Total Unarmed skills,Devon & Cornwall ,Unarmed skills,Total: unarmed skills,50 - 64 years,168.0
*Total Other equipment,Devon & Cornwall ,Other equipment,Total: Other equipment,50 - 64 years,13.0
"Baton, of which",Devon & Cornwall ,Other equipment,Total: Baton,50 - 64 years,0.0
Baton drawn,Devon & Cornwall ,Other equipment,Baton: drawn,50 - 64 years,0.0
Baton used,Devon & Cornwall ,Other equipment,Baton: used,50 - 64 years,0.0
Not stated baton,Devon & Cornwall ,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Devon & Cornwall ,Other equipment,Total: Irritant spray,50 - 64 years,4.0
Irritant spray - drawn,Devon & Cornwall ,Other equipment,Irritant spray: drawn,50 - 64 years,4.0
Irritant spray - used,Devon & Cornwall ,Other equipment,Irritant spray: used,50 - 64 years,0.0
Not stated irritant spray,Devon & Cornwall ,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Devon & Cornwall ,Other equipment,Spit and bite guard,50 - 64 years,0.0
Shield,Devon & Cornwall ,Other equipment,Shield,50 - 64 years,9.0
*Total Less lethal weapons,Devon & Cornwall ,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,31.0
CED,Devon & Cornwall ,Less lethal weapons,CED,50 - 64 years,30.0
"AEP, of which",Devon & Cornwall ,Less lethal weapons,Total: AEP,50 - 64 years,1.0
AEP aimed,Devon & Cornwall ,Less lethal weapons,AEP: Aimed,50 - 64 years,0.0
AEP fired,Devon & Cornwall ,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Devon & Cornwall ,Less lethal weapons,AEP: Not stated,50 - 64 years,1.0
*Total Firearms,Devon & Cornwall ,Firearms,Total: Firearms,50 - 64 years,3.0
*Total Other,Devon & Cornwall ,Other,Total: Other,50 - 64 years,8.0
"Dog use, of which",Devon & Cornwall ,Other,Total: Dog,50 - 64 years,1.0
Dog deployed,Devon & Cornwall ,Other,Dog: deployed,50 - 64 years,0.0
Dog bite,Devon & Cornwall ,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Devon & Cornwall ,Other,Dog: not stated,50 - 64 years,1.0
Other / improvised,Devon & Cornwall ,Other,Other / improvised,50 - 64 years,7.0
*Total Not reported,Devon & Cornwall ,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Devon & Cornwall ,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,390.0
*Total Tactics,Dorset,Total,Total: all,50 - 64 years,973.0
*Total Restraint,Dorset,Restraint,Total: Restraint,50 - 64 years,777.0
"Handcuffing, of which",Dorset,Restraint,Total: Handcuffing,50 - 64 years,551.0
Compliant handcuffing,Dorset,Restraint,Handcuffing: compliant,50 - 64 years,182.0
Non-compliant handcuffing,Dorset,Restraint,Handcuffing: non-compliant,50 - 64 years,369.0
Not stated handcuffing,Dorset,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Dorset,Restraint,Limb / body restraints,50 - 64 years,52.0
Ground restraint,Dorset,Restraint,Ground restraint,50 - 64 years,174.0
*Total Unarmed skills,Dorset,Unarmed skills,Total: unarmed skills,50 - 64 years,131.0
*Total Other equipment,Dorset,Other equipment,Total: Other equipment,50 - 64 years,29.0
"Baton, of which",Dorset,Other equipment,Total: Baton,50 - 64 years,1.0
Baton drawn,Dorset,Other equipment,Baton: drawn,50 - 64 years,1.0
Baton used,Dorset,Other equipment,Baton: used,50 - 64 years,0.0
Not stated baton,Dorset,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Dorset,Other equipment,Total: Irritant spray,50 - 64 years,28.0
Irritant spray - drawn,Dorset,Other equipment,Irritant spray: drawn,50 - 64 years,6.0
Irritant spray - used,Dorset,Other equipment,Irritant spray: used,50 - 64 years,22.0
Not stated irritant spray,Dorset,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Dorset,Other equipment,Spit and bite guard,50 - 64 years,0.0
Shield,Dorset,Other equipment,Shield,50 - 64 years,0.0
*Total Less lethal weapons,Dorset,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,15.0
CED,Dorset,Less lethal weapons,CED,50 - 64 years,15.0
"AEP, of which",Dorset,Less lethal weapons,Total: AEP,50 - 64 years,0.0
AEP aimed,Dorset,Less lethal weapons,AEP: Aimed,50 - 64 years,0.0
AEP fired,Dorset,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Dorset,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Dorset,Firearms,Total: Firearms,50 - 64 years,2.0
*Total Other,Dorset,Other,Total: Other,50 - 64 years,19.0
"Dog use, of which",Dorset,Other,Total: Dog,50 - 64 years,1.0
Dog deployed,Dorset,Other,Dog: deployed,50 - 64 years,1.0
Dog bite,Dorset,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Dorset,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Dorset,Other,Other / improvised,50 - 64 years,18.0
*Total Not reported,Dorset,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Dorset,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,33.0
*Total Tactics,Durham,Total,Total: all,50 - 64 years,412.0
*Total Restraint,Durham,Restraint,Total: Restraint,50 - 64 years,275.0
"Handcuffing, of which",Durham,Restraint,Total: Handcuffing,50 - 64 years,228.0
Compliant handcuffing,Durham,Restraint,Handcuffing: compliant,50 - 64 years,154.0
Non-compliant handcuffing,Durham,Restraint,Handcuffing: non-compliant,50 - 64 years,74.0
Not stated handcuffing,Durham,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Durham,Restraint,Limb / body restraints,50 - 64 years,11.0
Ground restraint,Durham,Restraint,Ground restraint,50 - 64 years,36.0
*Total Unarmed skills,Durham,Unarmed skills,Total: unarmed skills,50 - 64 years,93.0
*Total Other equipment,Durham,Other equipment,Total: Other equipment,50 - 64 years,10.0
"Baton, of which",Durham,Other equipment,Total: Baton,50 - 64 years,1.0
Baton drawn,Durham,Other equipment,Baton: drawn,50 - 64 years,0.0
Baton used,Durham,Other equipment,Baton: used,50 - 64 years,1.0
Not stated baton,Durham,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Durham,Other equipment,Total: Irritant spray,50 - 64 years,8.0
Irritant spray - drawn,Durham,Other equipment,Irritant spray: drawn,50 - 64 years,3.0
Irritant spray - used,Durham,Other equipment,Irritant spray: used,50 - 64 years,5.0
Not stated irritant spray,Durham,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Durham,Other equipment,Spit and bite guard,50 - 64 years,0.0
Shield,Durham,Other equipment,Shield,50 - 64 years,1.0
*Total Less lethal weapons,Durham,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,18.0
CED,Durham,Less lethal weapons,CED,50 - 64 years,18.0
"AEP, of which",Durham,Less lethal weapons,Total: AEP,50 - 64 years,0.0
AEP aimed,Durham,Less lethal weapons,AEP: Aimed,50 - 64 years,0.0
AEP fired,Durham,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Durham,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Durham,Firearms,Total: Firearms,50 - 64 years,2.0
*Total Other,Durham,Other,Total: Other,50 - 64 years,14.0
"Dog use, of which",Durham,Other,Total: Dog,50 - 64 years,0.0
Dog deployed,Durham,Other,Dog: deployed,50 - 64 years,0.0
Dog bite,Durham,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Durham,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Durham,Other,Other / improvised,50 - 64 years,14.0
*Total Not reported,Durham,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Durham,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,44.0
*Total Tactics,Dyfed-Powys,Total,Total: all,50 - 64 years,357.0
*Total Restraint,Dyfed-Powys,Restraint,Total: Restraint,50 - 64 years,218.0
"Handcuffing, of which",Dyfed-Powys,Restraint,Total: Handcuffing,50 - 64 years,206.0
Compliant handcuffing,Dyfed-Powys,Restraint,Handcuffing: compliant,50 - 64 years,147.0
Non-compliant handcuffing,Dyfed-Powys,Restraint,Handcuffing: non-compliant,50 - 64 years,59.0
Not stated handcuffing,Dyfed-Powys,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Dyfed-Powys,Restraint,Limb / body restraints,50 - 64 years,0.0
Ground restraint,Dyfed-Powys,Restraint,Ground restraint,50 - 64 years,12.0
*Total Unarmed skills,Dyfed-Powys,Unarmed skills,Total: unarmed skills,50 - 64 years,90.0
*Total Other equipment,Dyfed-Powys,Other equipment,Total: Other equipment,50 - 64 years,10.0
"Baton, of which",Dyfed-Powys,Other equipment,Total: Baton,50 - 64 years,1.0
Baton drawn,Dyfed-Powys,Other equipment,Baton: drawn,50 - 64 years,1.0
Baton used,Dyfed-Powys,Other equipment,Baton: used,50 - 64 years,0.0
Not stated baton,Dyfed-Powys,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Dyfed-Powys,Other equipment,Total: Irritant spray,50 - 64 years,9.0
Irritant spray - drawn,Dyfed-Powys,Other equipment,Irritant spray: drawn,50 - 64 years,4.0
Irritant spray - used,Dyfed-Powys,Other equipment,Irritant spray: used,50 - 64 years,5.0
Not stated irritant spray,Dyfed-Powys,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Dyfed-Powys,Other equipment,Spit and bite guard,50 - 64 years,0.0
Shield,Dyfed-Powys,Other equipment,Shield,50 - 64 years,0.0
*Total Less lethal weapons,Dyfed-Powys,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,17.0
CED,Dyfed-Powys,Less lethal weapons,CED,50 - 64 years,15.0
"AEP, of which",Dyfed-Powys,Less lethal weapons,Total: AEP,50 - 64 years,2.0
AEP aimed,Dyfed-Powys,Less lethal weapons,AEP: Aimed,50 - 64 years,2.0
AEP fired,Dyfed-Powys,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Dyfed-Powys,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Dyfed-Powys,Firearms,Total: Firearms,50 - 64 years,7.0
*Total Other,Dyfed-Powys,Other,Total: Other,50 - 64 years,15.0
"Dog use, of which",Dyfed-Powys,Other,Total: Dog,50 - 64 years,1.0
Dog deployed,Dyfed-Powys,Other,Dog: deployed,50 - 64 years,1.0
Dog bite,Dyfed-Powys,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Dyfed-Powys,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Dyfed-Powys,Other,Other / improvised,50 - 64 years,14.0
*Total Not reported,Dyfed-Powys,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Dyfed-Powys,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,141.0
*Total Tactics,Essex,Total,Total: all,50 - 64 years,1063.0
*Total Restraint,Essex,Restraint,Total: Restraint,50 - 64 years,664.0
"Handcuffing, of which",Essex,Restraint,Total: Handcuffing,50 - 64 years,493.0
Compliant handcuffing,Essex,Restraint,Handcuffing: compliant,50 - 64 years,272.0
Non-compliant handcuffing,Essex,Restraint,Handcuffing: non-compliant,50 - 64 years,221.0
Not stated handcuffing,Essex,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Essex,Restraint,Limb / body restraints,50 - 64 years,53.0
Ground restraint,Essex,Restraint,Ground restraint,50 - 64 years,118.0
*Total Unarmed skills,Essex,Unarmed skills,Total: unarmed skills,50 - 64 years,229.0
*Total Other equipment,Essex,Other equipment,Total: Other equipment,50 - 64 years,31.0
"Baton, of which",Essex,Other equipment,Total: Baton,50 - 64 years,11.0
Baton drawn,Essex,Other equipment,Baton: drawn,50 - 64 years,10.0
Baton used,Essex,Other equipment,Baton: used,50 - 64 years,1.0
Not stated baton,Essex,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Essex,Other equipment,Total: Irritant spray,50 - 64 years,10.0
Irritant spray - drawn,Essex,Other equipment,Irritant spray: drawn,50 - 64 years,7.0
Irritant spray - used,Essex,Other equipment,Irritant spray: used,50 - 64 years,3.0
Not stated irritant spray,Essex,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Essex,Other equipment,Spit and bite guard,50 - 64 years,9.0
Shield,Essex,Other equipment,Shield,50 - 64 years,1.0
*Total Less lethal weapons,Essex,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,28.0
CED,Essex,Less lethal weapons,CED,50 - 64 years,24.0
"AEP, of which",Essex,Less lethal weapons,Total: AEP,50 - 64 years,4.0
AEP aimed,Essex,Less lethal weapons,AEP: Aimed,50 - 64 years,3.0
AEP fired,Essex,Less lethal weapons,AEP: Fired,50 - 64 years,1.0
Not stated AEP,Essex,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Essex,Firearms,Total: Firearms,50 - 64 years,28.0
*Total Other,Essex,Other,Total: Other,50 - 64 years,83.0
"Dog use, of which",Essex,Other,Total: Dog,50 - 64 years,1.0
Dog deployed,Essex,Other,Dog: deployed,50 - 64 years,1.0
Dog bite,Essex,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Essex,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Essex,Other,Other / improvised,50 - 64 years,82.0
*Total Not reported,Essex,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Essex,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,282.0
*Total Tactics,Gloucestershire,Total,Total: all,50 - 64 years,102.0
*Total Restraint,Gloucestershire,Restraint,Total: Restraint,50 - 64 years,58.0
"Handcuffing, of which",Gloucestershire,Restraint,Total: Handcuffing,50 - 64 years,46.0
Compliant handcuffing,Gloucestershire,Restraint,Handcuffing: compliant,50 - 64 years,26.0
Non-compliant handcuffing,Gloucestershire,Restraint,Handcuffing: non-compliant,50 - 64 years,20.0
Not stated handcuffing,Gloucestershire,Restraint,Handcuffing: not stated,50 - 64 years,0.0
Limb / Body restraints,Gloucestershire,Restraint,Limb / body restraints,50 - 64 years,1.0
Ground restraint,Gloucestershire,Restraint,Ground restraint,50 - 64 years,11.0
*Total Unarmed skills,Gloucestershire,Unarmed skills,Total: unarmed skills,50 - 64 years,18.0
*Total Other equipment,Gloucestershire,Other equipment,Total: Other equipment,50 - 64 years,13.0
"Baton, of which",Gloucestershire,Other equipment,Total: Baton,50 - 64 years,5.0
Baton drawn,Gloucestershire,Other equipment,Baton: drawn,50 - 64 years,3.0
Baton used,Gloucestershire,Other equipment,Baton: used,50 - 64 years,2.0
Not stated baton,Gloucestershire,Other equipment,Baton: not stated,50 - 64 years,0.0
"Irritant spray, of which",Gloucestershire,Other equipment,Total: Irritant spray,50 - 64 years,6.0
Irritant spray - drawn,Gloucestershire,Other equipment,Irritant spray: drawn,50 - 64 years,2.0
Irritant spray - used,Gloucestershire,Other equipment,Irritant spray: used,50 - 64 years,4.0
Not stated irritant spray,Gloucestershire,Other equipment,Irritant spray: not stated,50 - 64 years,0.0
Spit and bite guard,Gloucestershire,Other equipment,Spit and bite guard,50 - 64 years,1.0
Shield,Gloucestershire,Other equipment,Shield,50 - 64 years,1.0
*Total Less lethal weapons,Gloucestershire,Less lethal weapons,Total: Less lethal weapons,50 - 64 years,11.0
CED,Gloucestershire,Less lethal weapons,CED,50 - 64 years,11.0
"AEP, of which",Gloucestershire,Less lethal weapons,Total: AEP,50 - 64 years,0.0
AEP aimed,Gloucestershire,Less lethal weapons,AEP: Aimed,50 - 64 years,0.0
AEP fired,Gloucestershire,Less lethal weapons,AEP: Fired,50 - 64 years,0.0
Not stated AEP,Gloucestershire,Less lethal weapons,AEP: Not stated,50 - 64 years,0.0
*Total Firearms,Gloucestershire,Firearms,Total: Firearms,50 - 64 years,1.0
*Total Other,Gloucestershire,Other,Total: Other,50 - 64 years,1.0
"Dog use, of which",Gloucestershire,Other,Total: Dog,50 - 64 years,0.0
Dog deployed,Gloucestershire,Other,Dog: deployed,50 - 64 years,0.0
Dog bite,Gloucestershire,Other,Dog: bite,50 - 64 years,0.0
Not stated dog,Gloucestershire,Other,Dog: not stated,50 - 64 years,0.0
Other / improvised,Gloucestershire,Other,Other / improvised,50 - 64 years,1.0
*Total Not reported,Gloucestershire,Not reported,Total: Not reported,50 - 64 years,0.0
Tactical communication,Gloucestershire,Excluded: Tactical Communication,Tactical Communication,50 - 64 years,55.0
*Total Tactics,Greater Manchester,Total,Total: all,50 - 64 years,563.0
*Total Restraint,Greater Manchester,Restraint,Total: Restraint,50 - 64 years,348.0
"Handcuffing, of which",Greater Manchester,Restraint,Total: Handcuffing,50 - 64 years,191.0
Compliant handcuffing,Greater Manchester,Restraint,Handcuffing: compliant,50 - 64 years,82.0
Non-compliant handcuffing,Greater Manchester,Restraint,Handcuffing: non-compliant,50 - 64 years,109.0
