Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Suffolk,Other equipment,*Total Other equipment,0.0,25.0,212.0,85.0,15.0,0.0,15.0,352.0,Other equipment,Total: Other equipment
Suffolk,Other equipment,"Baton, of which",0.0,1.0,9.0,3.0,1.0,0.0,3.0,17.0,Other equipment,Total: Baton
Suffolk,Other equipment,Baton drawn,0.0,1.0,7.0,1.0,1.0,0.0,3.0,13.0,Other equipment,Baton: drawn
Suffolk,Other equipment,Baton used,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,Other equipment,Baton: used
Suffolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other equipment,"Irritant spray, of which",0.0,18.0,155.0,66.0,14.0,0.0,10.0,263.0,Other equipment,Total: Irritant spray
Suffolk,Other equipment,Irritant spray - drawn,0.0,13.0,65.0,28.0,6.0,0.0,6.0,118.0,Other equipment,Irritant spray: drawn
Suffolk,Other equipment,Irritant spray - used,0.0,5.0,90.0,38.0,8.0,0.0,4.0,145.0,Other equipment,Irritant spray: used
Suffolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other equipment,Spit and bite guard,0.0,6.0,44.0,14.0,0.0,0.0,2.0,66.0,Other equipment,Spit and bite guard
Suffolk,Other equipment,Shield,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,Other equipment,Shield
Suffolk,Less lethal weapons,*Total Less lethal weapons,0.0,32.0,229.0,95.0,16.0,1.0,16.0,389.0,Less lethal weapons,Total: Less lethal weapons
Suffolk,Less lethal weapons,CED of which,0.0,31.0,218.0,84.0,15.0,1.0,14.0,363.0,,
Suffolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,:,:,,
Suffolk,Less lethal weapons,CED discharge,:,:,:,:,:,:,:,:,,
Suffolk,Less lethal weapons,CED not stated,0.0,31.0,218.0,84.0,15.0,1.0,14.0,363.0,,
Suffolk,Less lethal weapons,"AEP, of which",0.0,1.0,11.0,11.0,1.0,0.0,2.0,26.0,Less lethal weapons,Total: AEP
Suffolk,Less lethal weapons,AEP drawn,0.0,1.0,10.0,9.0,1.0,0.0,1.0,22.0,,
Suffolk,Less lethal weapons,AEP used,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,,
Suffolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Firearms,*Total Firearms,0.0,2.0,10.0,3.0,0.0,0.0,3.0,18.0,Firearms,Total: Firearms
Suffolk,Other,*Total Other,2.0,112.0,528.0,214.0,51.0,10.0,14.0,931.0,Other,Total: Other
Suffolk,Other,"Dog use, of which",0.0,1.0,4.0,4.0,0.0,0.0,0.0,9.0,Other,Total: Dog
Suffolk,Other,Dog deployed,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,Other,Dog: deployed
Suffolk,Other,Dog bite,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,Other,Dog: bite
Suffolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other,Other / improvised,2.0,111.0,524.0,210.0,51.0,10.0,14.0,922.0,Other,Other / improvised
Suffolk,Not reported,*Total Not reported,0.0,12.0,45.0,18.0,4.0,0.0,0.0,79.0,Not reported,Total: Not reported
Suffolk,Tactical communication,Tactical communication,2.0,264.0,1318.0,622.0,122.0,19.0,40.0,2387.0,Excluded: Tactical Communication,Tactical Communication
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,0.0,654.0,4568.0,1765.0,519.0,47.0,0.0,7553.0,Total,Total: all
Surrey,Restraint,*Total Restraint,0.0,381.0,2570.0,1045.0,312.0,19.0,0.0,4327.0,Restraint,Total: Restraint
Surrey,Restraint,"Handcuffing, of which",0.0,324.0,2042.0,871.0,276.0,18.0,0.0,3531.0,Restraint,Total: Handcuffing
Surrey,Restraint,Compliant handcuffing,0.0,160.0,1164.0,470.0,139.0,4.0,0.0,1937.0,Restraint,Handcuffing: compliant
Surrey,Restraint,Non-compliant handcuffing,0.0,164.0,878.0,401.0,137.0,14.0,0.0,1594.0,Restraint,Handcuffing: non-compliant
Surrey,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Restraint,Limb / Body restraints,0.0,26.0,274.0,78.0,21.0,1.0,0.0,400.0,Restraint,Limb / body restraints
Surrey,Restraint,Ground restraint,0.0,31.0,254.0,96.0,15.0,0.0,0.0,396.0,Restraint,Ground restraint
Surrey,Unarmed skills,*Total Unarmed skills,0.0,203.0,1320.0,485.0,141.0,15.0,0.0,2164.0,Unarmed skills,Total: unarmed skills
Surrey,Other equipment,*Total Other equipment,0.0,20.0,266.0,85.0,13.0,3.0,0.0,387.0,Other equipment,Total: Other equipment
Surrey,Other equipment,"Baton, of which",0.0,1.0,34.0,9.0,0.0,0.0,0.0,44.0,Other equipment,Total: Baton
Surrey,Other equipment,Baton drawn,0.0,1.0,19.0,5.0,0.0,0.0,0.0,25.0,Other equipment,Baton: drawn
Surrey,Other equipment,Baton used,0.0,0.0,15.0,4.0,0.0,0.0,0.0,19.0,Other equipment,Baton: used
Surrey,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other equipment,"Irritant spray, of which",0.0,10.0,149.0,53.0,5.0,1.0,0.0,218.0,Other equipment,Total: Irritant spray
Surrey,Other equipment,Irritant spray - drawn,0.0,7.0,63.0,20.0,2.0,0.0,0.0,92.0,Other equipment,Irritant spray: drawn
Surrey,Other equipment,Irritant spray - used,0.0,3.0,86.0,33.0,3.0,1.0,0.0,126.0,Other equipment,Irritant spray: used
Surrey,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other equipment,Spit and bite guard,0.0,9.0,81.0,22.0,8.0,2.0,0.0,122.0,Other equipment,Spit and bite guard
Surrey,Other equipment,Shield,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,Other equipment,Shield
Surrey,Less lethal weapons,*Total Less lethal weapons,0.0,34.0,283.0,96.0,26.0,7.0,0.0,446.0,Less lethal weapons,Total: Less lethal weapons
Surrey,Less lethal weapons,CED of which,0.0,34.0,272.0,92.0,23.0,7.0,0.0,428.0,,
Surrey,Less lethal weapons,CED non-discharge,0.0,33.0,245.0,85.0,20.0,5.0,0.0,388.0,,
Surrey,Less lethal weapons,CED discharge,0.0,1.0,27.0,7.0,3.0,2.0,0.0,40.0,,
Surrey,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Less lethal weapons,"AEP, of which",0.0,0.0,11.0,4.0,3.0,0.0,0.0,18.0,Less lethal weapons,Total: AEP
Surrey,Less lethal weapons,AEP drawn,0.0,0.0,11.0,4.0,3.0,0.0,0.0,18.0,,
Surrey,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Firearms,*Total Firearms,0.0,3.0,35.0,19.0,5.0,1.0,0.0,63.0,Firearms,Total: Firearms
Surrey,Other,*Total Other,0.0,13.0,94.0,35.0,22.0,2.0,0.0,166.0,Other,Total: Other
Surrey,Other,"Dog use, of which",0.0,0.0,7.0,2.0,0.0,0.0,0.0,9.0,Other,Total: Dog
Surrey,Other,Dog deployed,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,Other,Dog: deployed
Surrey,Other,Dog bite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Other,Dog: bite
Surrey,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other,Other / improvised,0.0,13.0,87.0,33.0,22.0,2.0,0.0,157.0,Other,Other / improvised
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Surrey,Tactical communication,Tactical communication,0.0,307.0,1841.0,700.0,224.0,29.0,0.0,3101.0,Excluded: Tactical Communication,Tactical Communication
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,0.0,2365.0,13670.0,5975.0,1842.0,198.0,40.0,24090.0,Total,Total: all
Sussex,Restraint,*Total Restraint,0.0,1233.0,7316.0,3293.0,1005.0,84.0,10.0,12941.0,Restraint,Total: Restraint
Sussex,Restraint,"Handcuffing, of which",0.0,1086.0,6028.0,2782.0,879.0,79.0,8.0,10862.0,Restraint,Total: Handcuffing
Sussex,Restraint,Compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: compliant
Sussex,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: non-compliant
Sussex,Restraint,Handcuffing not stated,0.0,1086.0,6028.0,2782.0,879.0,79.0,8.0,10862.0,,
Sussex,Restraint,Limb / Body restraints,0.0,54.0,480.0,194.0,45.0,4.0,1.0,778.0,Restraint,Limb / body restraints
Sussex,Restraint,Ground restraint,0.0,93.0,808.0,317.0,81.0,1.0,1.0,1301.0,Restraint,Ground restraint
Sussex,Unarmed skills,*Total Unarmed skills,0.0,880.0,4593.0,1973.0,631.0,85.0,23.0,8185.0,Unarmed skills,Total: unarmed skills
Sussex,Other equipment,*Total Other equipment,0.0,92.0,754.0,323.0,94.0,9.0,3.0,1275.0,Other equipment,Total: Other equipment
Sussex,Other equipment,"Baton, of which",0.0,11.0,105.0,42.0,12.0,1.0,2.0,173.0,Other equipment,Total: Baton
Sussex,Other equipment,Baton drawn,0.0,7.0,70.0,21.0,7.0,1.0,2.0,108.0,Other equipment,Baton: drawn
Sussex,Other equipment,Baton used,0.0,4.0,35.0,21.0,5.0,0.0,0.0,65.0,Other equipment,Baton: used
Sussex,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other equipment,"Irritant spray, of which",0.0,58.0,485.0,217.0,66.0,4.0,1.0,831.0,Other equipment,Total: Irritant spray
Sussex,Other equipment,Irritant spray - drawn,0.0,37.0,211.0,102.0,32.0,3.0,1.0,386.0,Other equipment,Irritant spray: drawn
Sussex,Other equipment,Irritant spray - used,0.0,21.0,274.0,115.0,34.0,1.0,0.0,445.0,Other equipment,Irritant spray: used
Sussex,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other equipment,Spit and bite guard,0.0,22.0,154.0,61.0,16.0,2.0,0.0,255.0,Other equipment,Spit and bite guard
Sussex,Other equipment,Shield,0.0,1.0,10.0,3.0,0.0,2.0,0.0,16.0,Other equipment,Shield
Sussex,Less lethal weapons,*Total Less lethal weapons,0.0,67.0,580.0,216.0,54.0,10.0,1.0,928.0,Less lethal weapons,Total: Less lethal weapons
Sussex,Less lethal weapons,CED of which,0.0,66.0,560.0,209.0,51.0,10.0,1.0,897.0,,
Sussex,Less lethal weapons,CED non-discharge,0.0,66.0,521.0,183.0,39.0,7.0,1.0,817.0,,
Sussex,Less lethal weapons,CED discharge,0.0,0.0,39.0,26.0,12.0,3.0,0.0,80.0,,
Sussex,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Less lethal weapons,"AEP, of which",0.0,1.0,20.0,7.0,3.0,0.0,0.0,31.0,Less lethal weapons,Total: AEP
Sussex,Less lethal weapons,AEP drawn,0.0,1.0,19.0,6.0,3.0,0.0,0.0,29.0,,
Sussex,Less lethal weapons,AEP used,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Sussex,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Firearms,*Total Firearms,0.0,3.0,72.0,28.0,8.0,1.0,0.0,112.0,Firearms,Total: Firearms
Sussex,Other,*Total Other,0.0,90.0,355.0,142.0,50.0,9.0,3.0,649.0,Other,Total: Other
Sussex,Other,"Dog use, of which",0.0,8.0,39.0,5.0,2.0,0.0,0.0,54.0,Other,Total: Dog
Sussex,Other,Dog deployed,0.0,8.0,33.0,5.0,2.0,0.0,0.0,48.0,Other,Dog: deployed
Sussex,Other,Dog bite,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,Other,Dog: bite
Sussex,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other,Other / improvised,0.0,82.0,316.0,137.0,48.0,9.0,3.0,595.0,Other,Other / improvised
Sussex,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Sussex,Tactical communication,Tactical communication,0.0,940.0,4974.0,2176.0,759.0,102.0,24.0,8975.0,Excluded: Tactical Communication,Tactical Communication
Thames Valley,Total (excluding not reported and tactical communication),*Total Tactics,14.0,2775.0,16570.0,7162.0,1875.0,174.0,209.0,28779.0,Total,Total: all
Thames Valley,Restraint,*Total Restraint,6.0,1671.0,9997.0,4396.0,1121.0,93.0,64.0,17348.0,Restraint,Total: Restraint
Thames Valley,Restraint,"Handcuffing, of which",1.0,1068.0,6322.0,2948.0,786.0,75.0,47.0,11247.0,Restraint,Total: Handcuffing
Thames Valley,Restraint,Compliant handcuffing,1.0,661.0,4155.0,2005.0,510.0,32.0,29.0,7393.0,Restraint,Handcuffing: compliant
Thames Valley,Restraint,Non-compliant handcuffing,0.0,402.0,2154.0,940.0,274.0,43.0,17.0,3830.0,Restraint,Handcuffing: non-compliant
Thames Valley,Restraint,Handcuffing not stated,0.0,5.0,13.0,3.0,2.0,0.0,1.0,24.0,,
Thames Valley,Restraint,Limb / Body restraints,0.0,93.0,616.0,237.0,54.0,2.0,2.0,1004.0,Restraint,Limb / body restraints
Thames Valley,Restraint,Ground restraint,5.0,510.0,3059.0,1211.0,281.0,16.0,15.0,5097.0,Restraint,Ground restraint
Thames Valley,Unarmed skills,*Total Unarmed skills,6.0,769.0,4214.0,1787.0,483.0,57.0,59.0,7375.0,Unarmed skills,Total: unarmed skills
Thames Valley,Other equipment,*Total Other equipment,0.0,112.0,817.0,336.0,84.0,6.0,15.0,1370.0,Other equipment,Total: Other equipment
Thames Valley,Other equipment,"Baton, of which",0.0,22.0,160.0,59.0,9.0,2.0,10.0,262.0,Other equipment,Total: Baton
Thames Valley,Other equipment,Baton drawn,:,:,:,:,:,:,:,:,Other equipment,Baton: drawn
Thames Valley,Other equipment,Baton used,:,:,:,:,:,:,:,:,Other equipment,Baton: used
Thames Valley,Other equipment,Baton not stated,0.0,22.0,160.0,59.0,9.0,2.0,10.0,262.0,,
Thames Valley,Other equipment,"Irritant spray, of which",0.0,61.0,459.0,208.0,56.0,2.0,4.0,790.0,Other equipment,Total: Irritant spray
Thames Valley,Other equipment,Irritant spray - drawn,0.0,22.0,121.0,58.0,14.0,0.0,0.0,215.0,Other equipment,Irritant spray: drawn
Thames Valley,Other equipment,Irritant spray - used,0.0,33.0,303.0,128.0,37.0,2.0,3.0,506.0,Other equipment,Irritant spray: used
Thames Valley,Other equipment,Irritant spray not stated,0.0,6.0,35.0,22.0,5.0,0.0,1.0,69.0,,
Thames Valley,Other equipment,Spit and bite guard,0.0,28.0,179.0,63.0,19.0,1.0,1.0,291.0,Other equipment,Spit and bite guard
Thames Valley,Other equipment,Shield,0.0,1.0,19.0,6.0,0.0,1.0,0.0,27.0,Other equipment,Shield
Thames Valley,Less lethal weapons,*Total Less lethal weapons,1.0,84.0,618.0,249.0,74.0,5.0,11.0,1042.0,Less lethal weapons,Total: Less lethal weapons
Thames Valley,Less lethal weapons,CED of which,1.0,84.0,614.0,248.0,74.0,5.0,11.0,1037.0,,
Thames Valley,Less lethal weapons,CED non-discharge,1.0,75.0,523.0,196.0,52.0,3.0,10.0,860.0,,
Thames Valley,Less lethal weapons,CED discharge,0.0,4.0,64.0,41.0,15.0,2.0,1.0,127.0,,
Thames Valley,Less lethal weapons,CED not stated,0.0,5.0,27.0,11.0,7.0,0.0,0.0,50.0,,
Thames Valley,Less lethal weapons,"AEP, of which",0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Thames Valley,Less lethal weapons,AEP drawn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
Thames Valley,Less lethal weapons,AEP used,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Thames Valley,Less lethal weapons,AEP not stated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Thames Valley,Firearms,*Total Firearms,0.0,2.0,21.0,13.0,1.0,0.0,0.0,37.0,Firearms,Total: Firearms
Thames Valley,Other,*Total Other,1.0,137.0,903.0,381.0,112.0,13.0,60.0,1607.0,Other,Total: Other
Thames Valley,Other,"Dog use, of which",0.0,13.0,47.0,15.0,3.0,0.0,1.0,79.0,Other,Total: Dog
Thames Valley,Other,Dog deployed,:,:,:,:,:,:,:,:,Other,Dog: deployed
Thames Valley,Other,Dog bite,:,:,:,:,:,:,:,:,Other,Dog: bite
Thames Valley,Other,Dog not stated,0.0,13.0,47.0,15.0,3.0,0.0,1.0,79.0,,
Thames Valley,Other,Other / improvised,1.0,124.0,856.0,366.0,109.0,13.0,59.0,1528.0,Other,Other / improvised
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Thames Valley,Tactical communication,Tactical communication,1.0,171.0,917.0,356.0,105.0,8.0,17.0,1575.0,Excluded: Tactical Communication,Tactical Communication
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,:,:,:,:,:,:,3113.0,3113.0,Total,Total: all
Warwickshire,Restraint,*Total Restraint,:,:,:,:,:,:,1670.0,1670.0,Restraint,Total: Restraint
Warwickshire,Restraint,"Handcuffing, of which",:,:,:,:,:,:,1248.0,1248.0,Restraint,Total: Handcuffing
Warwickshire,Restraint,Compliant handcuffing,:,:,:,:,:,:,580.0,580.0,Restraint,Handcuffing: compliant
Warwickshire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,668.0,668.0,Restraint,Handcuffing: non-compliant
Warwickshire,Restraint,Handcuffing not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Restraint,Limb / Body restraints,:,:,:,:,:,:,53.0,53.0,Restraint,Limb / body restraints
Warwickshire,Restraint,Ground restraint,:,:,:,:,:,:,369.0,369.0,Restraint,Ground restraint
Warwickshire,Unarmed skills,*Total Unarmed skills,:,:,:,:,:,:,575.0,575.0,Unarmed skills,Total: unarmed skills
Warwickshire,Other equipment,*Total Other equipment,:,:,:,:,:,:,170.0,170.0,Other equipment,Total: Other equipment
Warwickshire,Other equipment,"Baton, of which",:,:,:,:,:,:,25.0,25.0,Other equipment,Total: Baton
Warwickshire,Other equipment,Baton drawn,:,:,:,:,:,:,14.0,14.0,Other equipment,Baton: drawn
Warwickshire,Other equipment,Baton used,:,:,:,:,:,:,11.0,11.0,Other equipment,Baton: used
Warwickshire,Other equipment,Baton not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Other equipment,"Irritant spray, of which",:,:,:,:,:,:,103.0,103.0,Other equipment,Total: Irritant spray
Warwickshire,Other equipment,Irritant spray - drawn,:,:,:,:,:,:,46.0,46.0,Other equipment,Irritant spray: drawn
Warwickshire,Other equipment,Irritant spray - used,:,:,:,:,:,:,57.0,57.0,Other equipment,Irritant spray: used
Warwickshire,Other equipment,Irritant spray not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Other equipment,Spit and bite guard,:,:,:,:,:,:,39.0,39.0,Other equipment,Spit and bite guard
Warwickshire,Other equipment,Shield,:,:,:,:,:,:,3.0,3.0,Other equipment,Shield
Warwickshire,Less lethal weapons,*Total Less lethal weapons,:,:,:,:,:,:,186.0,186.0,Less lethal weapons,Total: Less lethal weapons
Warwickshire,Less lethal weapons,CED of which,:,:,:,:,:,:,184.0,184.0,,
Warwickshire,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,168.0,168.0,,
Warwickshire,Less lethal weapons,CED discharge,:,:,:,:,:,:,16.0,16.0,,
Warwickshire,Less lethal weapons,CED not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Less lethal weapons,"AEP, of which",:,:,:,:,:,:,2.0,2.0,Less lethal weapons,Total: AEP
Warwickshire,Less lethal weapons,AEP drawn,:,:,:,:,:,:,1.0,1.0,,
Warwickshire,Less lethal weapons,AEP used,:,:,:,:,:,:,1.0,1.0,,
Warwickshire,Less lethal weapons,AEP not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Firearms,*Total Firearms,:,:,:,:,:,:,105.0,105.0,Firearms,Total: Firearms
Warwickshire,Other,*Total Other,:,:,:,:,:,:,407.0,407.0,Other,Total: Other
Warwickshire,Other,"Dog use, of which",:,:,:,:,:,:,46.0,46.0,Other,Total: Dog
Warwickshire,Other,Dog deployed,:,:,:,:,:,:,44.0,44.0,Other,Dog: deployed
Warwickshire,Other,Dog bite,:,:,:,:,:,:,2.0,2.0,Other,Dog: bite
Warwickshire,Other,Dog not stated,:,:,:,:,:,:,0.0,0.0,,
Warwickshire,Other,Other / improvised,:,:,:,:,:,:,361.0,361.0,Other,Other / improvised
Warwickshire,Not reported,*Total Not reported,:,:,:,:,:,:,76.0,76.0,Not reported,Total: Not reported
Warwickshire,Tactical communication,Tactical communication,:,:,:,:,:,:,617.0,617.0,Excluded: Tactical Communication,Tactical Communication
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,:,:,:,:,:,:,15248.0,15248.0,Total,Total: all
West Mercia,Restraint,*Total Restraint,:,:,:,:,:,:,8089.0,8089.0,Restraint,Total: Restraint
West Mercia,Restraint,"Handcuffing, of which",:,:,:,:,:,:,5586.0,5586.0,Restraint,Total: Handcuffing
West Mercia,Restraint,Compliant handcuffing,:,:,:,:,:,:,2720.0,2720.0,Restraint,Handcuffing: compliant
West Mercia,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,2866.0,2866.0,Restraint,Handcuffing: non-compliant
West Mercia,Restraint,Handcuffing not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Restraint,Limb / Body restraints,:,:,:,:,:,:,243.0,243.0,Restraint,Limb / body restraints
West Mercia,Restraint,Ground restraint,:,:,:,:,:,:,2260.0,2260.0,Restraint,Ground restraint
West Mercia,Unarmed skills,*Total Unarmed skills,:,:,:,:,:,:,3449.0,3449.0,Unarmed skills,Total: unarmed skills
West Mercia,Other equipment,*Total Other equipment,:,:,:,:,:,:,829.0,829.0,Other equipment,Total: Other equipment
West Mercia,Other equipment,"Baton, of which",:,:,:,:,:,:,157.0,157.0,Other equipment,Total: Baton
West Mercia,Other equipment,Baton drawn,:,:,:,:,:,:,81.0,81.0,Other equipment,Baton: drawn
West Mercia,Other equipment,Baton used,:,:,:,:,:,:,76.0,76.0,Other equipment,Baton: used
West Mercia,Other equipment,Baton not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Other equipment,"Irritant spray, of which",:,:,:,:,:,:,481.0,481.0,Other equipment,Total: Irritant spray
West Mercia,Other equipment,Irritant spray - drawn,:,:,:,:,:,:,243.0,243.0,Other equipment,Irritant spray: drawn
West Mercia,Other equipment,Irritant spray - used,:,:,:,:,:,:,238.0,238.0,Other equipment,Irritant spray: used
West Mercia,Other equipment,Irritant spray not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Other equipment,Spit and bite guard,:,:,:,:,:,:,156.0,156.0,Other equipment,Spit and bite guard
West Mercia,Other equipment,Shield,:,:,:,:,:,:,35.0,35.0,Other equipment,Shield
West Mercia,Less lethal weapons,*Total Less lethal weapons,:,:,:,:,:,:,433.0,433.0,Less lethal weapons,Total: Less lethal weapons
West Mercia,Less lethal weapons,CED of which,:,:,:,:,:,:,425.0,425.0,,
West Mercia,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,407.0,407.0,,
West Mercia,Less lethal weapons,CED discharge,:,:,:,:,:,:,18.0,18.0,,
West Mercia,Less lethal weapons,CED not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Less lethal weapons,"AEP, of which",:,:,:,:,:,:,8.0,8.0,Less lethal weapons,Total: AEP
West Mercia,Less lethal weapons,AEP drawn,:,:,:,:,:,:,7.0,7.0,,
West Mercia,Less lethal weapons,AEP used,:,:,:,:,:,:,1.0,1.0,,
West Mercia,Less lethal weapons,AEP not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Firearms,*Total Firearms,:,:,:,:,:,:,235.0,235.0,Firearms,Total: Firearms
West Mercia,Other,*Total Other,:,:,:,:,:,:,2213.0,2213.0,Other,Total: Other
West Mercia,Other,"Dog use, of which",:,:,:,:,:,:,264.0,264.0,Other,Total: Dog
West Mercia,Other,Dog deployed,:,:,:,:,:,:,246.0,246.0,Other,Dog: deployed
West Mercia,Other,Dog bite,:,:,:,:,:,:,18.0,18.0,Other,Dog: bite
West Mercia,Other,Dog not stated,:,:,:,:,:,:,0.0,0.0,,
West Mercia,Other,Other / improvised,:,:,:,:,:,:,1949.0,1949.0,Other,Other / improvised
West Mercia,Not reported,*Total Not reported,:,:,:,:,:,:,181.0,181.0,Not reported,Total: Not reported
West Mercia,Tactical communication,Tactical communication,:,:,:,:,:,:,3426.0,3426.0,Excluded: Tactical Communication,Tactical Communication
West Midlands,Total (excluding not reported and tactical communication),*Total Tactics,28.0,1321.0,11075.0,4992.0,962.0,79.0,1.0,18458.0,Total,Total: all
West Midlands,Restraint,*Total Restraint,10.0,581.0,4245.0,1952.0,376.0,28.0,0.0,7192.0,Restraint,Total: Restraint
West Midlands,Restraint,"Handcuffing, of which",3.0,356.0,2350.0,1150.0,251.0,21.0,0.0,4131.0,Restraint,Total: Handcuffing
West Midlands,Restraint,Compliant handcuffing,2.0,59.0,504.0,206.0,45.0,3.0,0.0,819.0,Restraint,Handcuffing: compliant
West Midlands,Restraint,Non-compliant handcuffing,1.0,297.0,1846.0,944.0,206.0,18.0,0.0,3312.0,Restraint,Handcuffing: non-compliant
West Midlands,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Restraint,Limb / Body restraints,5.0,60.0,561.0,224.0,38.0,5.0,0.0,893.0,Restraint,Limb / body restraints
West Midlands,Restraint,Ground restraint,2.0,165.0,1334.0,578.0,87.0,2.0,0.0,2168.0,Restraint,Ground restraint
West Midlands,Unarmed skills,*Total Unarmed skills,10.0,451.0,3530.0,1640.0,327.0,37.0,1.0,5996.0,Unarmed skills,Total: unarmed skills
West Midlands,Other equipment,*Total Other equipment,2.0,67.0,1033.0,412.0,63.0,4.0,0.0,1581.0,Other equipment,Total: Other equipment
West Midlands,Other equipment,"Baton, of which",0.0,16.0,175.0,50.0,7.0,1.0,0.0,249.0,Other equipment,Total: Baton
West Midlands,Other equipment,Baton drawn,:,:,:,:,:,:,:,:,Other equipment,Baton: drawn
West Midlands,Other equipment,Baton used,:,:,:,:,:,:,:,:,Other equipment,Baton: used
West Midlands,Other equipment,Baton not stated,0.0,16.0,175.0,50.0,7.0,1.0,0.0,249.0,,
West Midlands,Other equipment,"Irritant spray, of which",2.0,38.0,635.0,246.0,39.0,3.0,0.0,963.0,Other equipment,Total: Irritant spray
West Midlands,Other equipment,Irritant spray - drawn,:,:,:,:,:,:,:,:,Other equipment,Irritant spray: drawn
West Midlands,Other equipment,Irritant spray - used,:,:,:,:,:,:,:,:,Other equipment,Irritant spray: used
