Tactic,Police Force,Force type - Output,Tactic - Output,ethnicity,count
AEP used,West Yorkshire,,,Asian (or Asian British),0.0
AEP not stated,West Yorkshire,,,Asian (or Asian British),0.0
*Total Firearms,West Yorkshire,Firearms,Total: Firearms,Asian (or Asian British),50.0
*Total Other,West Yorkshire,Other,Total: Other,Asian (or Asian British),42.0
"Dog use, of which",West Yorkshire,Other,Total: Dog,Asian (or Asian British),2.0
Dog deployed,West Yorkshire,Other,Dog: deployed,Asian (or Asian British),2.0
Dog bite,West Yorkshire,Other,Dog: bite,Asian (or Asian British),0.0
Dog not stated,West Yorkshire,,,Asian (or Asian British),0.0
Other / improvised,West Yorkshire,Other,Other / improvised,Asian (or Asian British),40.0
*Total Not reported,West Yorkshire,Not reported,Total: Not reported,Asian (or Asian British),0.0
Tactical communication,West Yorkshire,Excluded: Tactical Communication,Tactical Communication,Asian (or Asian British),1460.0
*Total Tactics,Wiltshire,Total,Total: all,Asian (or Asian British),39.0
*Total Restraint,Wiltshire,Restraint,Total: Restraint,Asian (or Asian British),30.0
"Handcuffing, of which",Wiltshire,Restraint,Total: Handcuffing,Asian (or Asian British),29.0
Compliant handcuffing,Wiltshire,Restraint,Handcuffing: compliant,Asian (or Asian British),19.0
Non-compliant handcuffing,Wiltshire,Restraint,Handcuffing: non-compliant,Asian (or Asian British),10.0
Handcuffing not stated,Wiltshire,,,Asian (or Asian British),0.0
Limb / Body restraints,Wiltshire,Restraint,Limb / body restraints,Asian (or Asian British),1.0
Ground restraint,Wiltshire,Restraint,Ground restraint,Asian (or Asian British),0.0
*Total Unarmed skills,Wiltshire,Unarmed skills,Total: unarmed skills,Asian (or Asian British),1.0
*Total Other equipment,Wiltshire,Other equipment,Total: Other equipment,Asian (or Asian British),1.0
"Baton, of which",Wiltshire,Other equipment,Total: Baton,Asian (or Asian British),0.0
Baton drawn,Wiltshire,Other equipment,Baton: drawn,Asian (or Asian British),0.0
Baton used,Wiltshire,Other equipment,Baton: used,Asian (or Asian British),0.0
Baton not stated,Wiltshire,,,Asian (or Asian British),0.0
"Irritant spray, of which",Wiltshire,Other equipment,Total: Irritant spray,Asian (or Asian British),0.0
Irritant spray - drawn,Wiltshire,Other equipment,Irritant spray: drawn,Asian (or Asian British),0.0
Irritant spray - used,Wiltshire,Other equipment,Irritant spray: used,Asian (or Asian British),0.0
Irritant spray not stated,Wiltshire,,,Asian (or Asian British),0.0
Spit and bite guard,Wiltshire,Other equipment,Spit and bite guard,Asian (or Asian British),1.0
Shield,Wiltshire,Other equipment,Shield,Asian (or Asian British),0.0
*Total Less lethal weapons,Wiltshire,Less lethal weapons,Total: Less lethal weapons,Asian (or Asian British),6.0
CED of which,Wiltshire,,,Asian (or Asian British),6.0
CED non-discharge,Wiltshire,,,Asian (or Asian British),5.0
CED discharge,Wiltshire,,,Asian (or Asian British),1.0
CED not stated,Wiltshire,,,Asian (or Asian British),0.0
"AEP, of which",Wiltshire,Less lethal weapons,Total: AEP,Asian (or Asian British),0.0
AEP drawn,Wiltshire,,,Asian (or Asian British),0.0
AEP used,Wiltshire,,,Asian (or Asian British),0.0
AEP not stated,Wiltshire,,,Asian (or Asian British),0.0
*Total Firearms,Wiltshire,Firearms,Total: Firearms,Asian (or Asian British),1.0
*Total Other,Wiltshire,Other,Total: Other,Asian (or Asian British),0.0
"Dog use, of which",Wiltshire,Other,Total: Dog,Asian (or Asian British),0.0
Dog deployed,Wiltshire,Other,Dog: deployed,Asian (or Asian British),0.0
Dog bite,Wiltshire,Other,Dog: bite,Asian (or Asian British),0.0
Dog not stated,Wiltshire,,,Asian (or Asian British),0.0
Other / improvised,Wiltshire,Other,Other / improvised,Asian (or Asian British),0.0
*Total Not reported,Wiltshire,Not reported,Total: Not reported,Asian (or Asian British),0.0
Tactical communication,Wiltshire,Excluded: Tactical Communication,Tactical Communication,Asian (or Asian British),3.0
*Total Tactics,Avon & Somerset,Total,Total: all,Mixed,183.0
*Total Restraint,Avon & Somerset,Restraint,Total: Restraint,Mixed,87.0
"Handcuffing, of which",Avon & Somerset,Restraint,Total: Handcuffing,Mixed,62.0
Compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: compliant,Mixed,:
Non-compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: non-compliant,Mixed,:
Handcuffing not stated,Avon & Somerset,,,Mixed,62.0
Limb / Body restraints,Avon & Somerset,Restraint,Limb / body restraints,Mixed,19.0
Ground restraint,Avon & Somerset,Restraint,Ground restraint,Mixed,6.0
*Total Unarmed skills,Avon & Somerset,Unarmed skills,Total: unarmed skills,Mixed,77.0
*Total Other equipment,Avon & Somerset,Other equipment,Total: Other equipment,Mixed,5.0
"Baton, of which",Avon & Somerset,Other equipment,Total: Baton,Mixed,0.0
Baton drawn,Avon & Somerset,Other equipment,Baton: drawn,Mixed,:
Baton used,Avon & Somerset,Other equipment,Baton: used,Mixed,:
Baton not stated,Avon & Somerset,,,Mixed,0.0
"Irritant spray, of which",Avon & Somerset,Other equipment,Total: Irritant spray,Mixed,5.0
Irritant spray - drawn,Avon & Somerset,Other equipment,Irritant spray: drawn,Mixed,:
Irritant spray - used,Avon & Somerset,Other equipment,Irritant spray: used,Mixed,:
Irritant spray not stated,Avon & Somerset,,,Mixed,5.0
Spit and bite guard,Avon & Somerset,Other equipment,Spit and bite guard,Mixed,0.0
Shield,Avon & Somerset,Other equipment,Shield,Mixed,0.0
*Total Less lethal weapons,Avon & Somerset,Less lethal weapons,Total: Less lethal weapons,Mixed,3.0
CED of which,Avon & Somerset,,,Mixed,3.0
CED non-discharge,Avon & Somerset,,,Mixed,2.0
CED discharge,Avon & Somerset,,,Mixed,1.0
CED not stated,Avon & Somerset,,,Mixed,0.0
"AEP, of which",Avon & Somerset,Less lethal weapons,Total: AEP,Mixed,0.0
AEP drawn,Avon & Somerset,,,Mixed,0.0
AEP used,Avon & Somerset,,,Mixed,0.0
AEP not stated,Avon & Somerset,,,Mixed,0.0
*Total Firearms,Avon & Somerset,Firearms,Total: Firearms,Mixed,0.0
*Total Other,Avon & Somerset,Other,Total: Other,Mixed,11.0
"Dog use, of which",Avon & Somerset,Other,Total: Dog,Mixed,0.0
Dog deployed,Avon & Somerset,Other,Dog: deployed,Mixed,:
Dog bite,Avon & Somerset,Other,Dog: bite,Mixed,:
Dog not stated,Avon & Somerset,,,Mixed,0.0
Other / improvised,Avon & Somerset,Other,Other / improvised,Mixed,11.0
*Total Not reported,Avon & Somerset,Not reported,Total: Not reported,Mixed,3.0
Tactical communication,Avon & Somerset,Excluded: Tactical Communication,Tactical Communication,Mixed,28.0
*Total Tactics,Bedfordshire,Total,Total: all,Mixed,218.0
*Total Restraint,Bedfordshire,Restraint,Total: Restraint,Mixed,115.0
"Handcuffing, of which",Bedfordshire,Restraint,Total: Handcuffing,Mixed,84.0
Compliant handcuffing,Bedfordshire,Restraint,Handcuffing: compliant,Mixed,46.0
Non-compliant handcuffing,Bedfordshire,Restraint,Handcuffing: non-compliant,Mixed,38.0
Handcuffing not stated,Bedfordshire,,,Mixed,0.0
Limb / Body restraints,Bedfordshire,Restraint,Limb / body restraints,Mixed,12.0
Ground restraint,Bedfordshire,Restraint,Ground restraint,Mixed,19.0
*Total Unarmed skills,Bedfordshire,Unarmed skills,Total: unarmed skills,Mixed,68.0
*Total Other equipment,Bedfordshire,Other equipment,Total: Other equipment,Mixed,18.0
"Baton, of which",Bedfordshire,Other equipment,Total: Baton,Mixed,0.0
Baton drawn,Bedfordshire,Other equipment,Baton: drawn,Mixed,0.0
Baton used,Bedfordshire,Other equipment,Baton: used,Mixed,0.0
Baton not stated,Bedfordshire,,,Mixed,0.0
"Irritant spray, of which",Bedfordshire,Other equipment,Total: Irritant spray,Mixed,18.0
Irritant spray - drawn,Bedfordshire,Other equipment,Irritant spray: drawn,Mixed,9.0
Irritant spray - used,Bedfordshire,Other equipment,Irritant spray: used,Mixed,9.0
Irritant spray not stated,Bedfordshire,,,Mixed,0.0
Spit and bite guard,Bedfordshire,Other equipment,Spit and bite guard,Mixed,0.0
Shield,Bedfordshire,Other equipment,Shield,Mixed,0.0
*Total Less lethal weapons,Bedfordshire,Less lethal weapons,Total: Less lethal weapons,Mixed,9.0
CED of which,Bedfordshire,,,Mixed,8.0
CED non-discharge,Bedfordshire,,,Mixed,5.0
CED discharge,Bedfordshire,,,Mixed,3.0
CED not stated,Bedfordshire,,,Mixed,0.0
"AEP, of which",Bedfordshire,Less lethal weapons,Total: AEP,Mixed,1.0
AEP drawn,Bedfordshire,,,Mixed,1.0
AEP used,Bedfordshire,,,Mixed,0.0
AEP not stated,Bedfordshire,,,Mixed,0.0
*Total Firearms,Bedfordshire,Firearms,Total: Firearms,Mixed,1.0
*Total Other,Bedfordshire,Other,Total: Other,Mixed,7.0
"Dog use, of which",Bedfordshire,Other,Total: Dog,Mixed,0.0
Dog deployed,Bedfordshire,Other,Dog: deployed,Mixed,0.0
Dog bite,Bedfordshire,Other,Dog: bite,Mixed,0.0
Dog not stated,Bedfordshire,,,Mixed,0.0
Other / improvised,Bedfordshire,Other,Other / improvised,Mixed,7.0
*Total Not reported,Bedfordshire,Not reported,Total: Not reported,Mixed,0.0
Tactical communication,Bedfordshire,Excluded: Tactical Communication,Tactical Communication,Mixed,129.0
*Total Tactics,Cambridgeshire,Total,Total: all,Mixed,244.0
*Total Restraint,Cambridgeshire,Restraint,Total: Restraint,Mixed,113.0
"Handcuffing, of which",Cambridgeshire,Restraint,Total: Handcuffing,Mixed,79.0
Compliant handcuffing,Cambridgeshire,Restraint,Handcuffing: compliant,Mixed,32.0
Non-compliant handcuffing,Cambridgeshire,Restraint,Handcuffing: non-compliant,Mixed,47.0
Handcuffing not stated,Cambridgeshire,,,Mixed,0.0
Limb / Body restraints,Cambridgeshire,Restraint,Limb / body restraints,Mixed,14.0
Ground restraint,Cambridgeshire,Restraint,Ground restraint,Mixed,20.0
*Total Unarmed skills,Cambridgeshire,Unarmed skills,Total: unarmed skills,Mixed,76.0
*Total Other equipment,Cambridgeshire,Other equipment,Total: Other equipment,Mixed,32.0
"Baton, of which",Cambridgeshire,Other equipment,Total: Baton,Mixed,2.0
Baton drawn,Cambridgeshire,Other equipment,Baton: drawn,Mixed,1.0
Baton used,Cambridgeshire,Other equipment,Baton: used,Mixed,1.0
Baton not stated,Cambridgeshire,,,Mixed,0.0
"Irritant spray, of which",Cambridgeshire,Other equipment,Total: Irritant spray,Mixed,23.0
Irritant spray - drawn,Cambridgeshire,Other equipment,Irritant spray: drawn,Mixed,15.0
Irritant spray - used,Cambridgeshire,Other equipment,Irritant spray: used,Mixed,8.0
Irritant spray not stated,Cambridgeshire,,,Mixed,0.0
Spit and bite guard,Cambridgeshire,Other equipment,Spit and bite guard,Mixed,7.0
Shield,Cambridgeshire,Other equipment,Shield,Mixed,0.0
*Total Less lethal weapons,Cambridgeshire,Less lethal weapons,Total: Less lethal weapons,Mixed,4.0
CED of which,Cambridgeshire,,,Mixed,4.0
CED non-discharge,Cambridgeshire,,,Mixed,4.0
CED discharge,Cambridgeshire,,,Mixed,0.0
CED not stated,Cambridgeshire,,,Mixed,0.0
"AEP, of which",Cambridgeshire,Less lethal weapons,Total: AEP,Mixed,0.0
AEP drawn,Cambridgeshire,,,Mixed,0.0
AEP used,Cambridgeshire,,,Mixed,0.0
AEP not stated,Cambridgeshire,,,Mixed,0.0
*Total Firearms,Cambridgeshire,Firearms,Total: Firearms,Mixed,0.0
*Total Other,Cambridgeshire,Other,Total: Other,Mixed,19.0
"Dog use, of which",Cambridgeshire,Other,Total: Dog,Mixed,0.0
Dog deployed,Cambridgeshire,Other,Dog: deployed,Mixed,0.0
Dog bite,Cambridgeshire,Other,Dog: bite,Mixed,0.0
Dog not stated,Cambridgeshire,,,Mixed,0.0
Other / improvised,Cambridgeshire,Other,Other / improvised,Mixed,19.0
*Total Not reported,Cambridgeshire,Not reported,Total: Not reported,Mixed,0.0
Tactical communication,Cambridgeshire,Excluded: Tactical Communication,Tactical Communication,Mixed,113.0
*Total Tactics,Cheshire,Total,Total: all,Mixed,64.0
*Total Restraint,Cheshire,Restraint,Total: Restraint,Mixed,47.0
"Handcuffing, of which",Cheshire,Restraint,Total: Handcuffing,Mixed,34.0
Compliant handcuffing,Cheshire,Restraint,Handcuffing: compliant,Mixed,24.0
Non-compliant handcuffing,Cheshire,Restraint,Handcuffing: non-compliant,Mixed,10.0
Handcuffing not stated,Cheshire,,,Mixed,0.0
Limb / Body restraints,Cheshire,Restraint,Limb / body restraints,Mixed,1.0
Ground restraint,Cheshire,Restraint,Ground restraint,Mixed,12.0
*Total Unarmed skills,Cheshire,Unarmed skills,Total: unarmed skills,Mixed,12.0
*Total Other equipment,Cheshire,Other equipment,Total: Other equipment,Mixed,1.0
"Baton, of which",Cheshire,Other equipment,Total: Baton,Mixed,0.0
Baton drawn,Cheshire,Other equipment,Baton: drawn,Mixed,0.0
Baton used,Cheshire,Other equipment,Baton: used,Mixed,0.0
Baton not stated,Cheshire,,,Mixed,0.0
"Irritant spray, of which",Cheshire,Other equipment,Total: Irritant spray,Mixed,1.0
Irritant spray - drawn,Cheshire,Other equipment,Irritant spray: drawn,Mixed,0.0
Irritant spray - used,Cheshire,Other equipment,Irritant spray: used,Mixed,1.0
Irritant spray not stated,Cheshire,,,Mixed,0.0
Spit and bite guard,Cheshire,Other equipment,Spit and bite guard,Mixed,0.0
Shield,Cheshire,Other equipment,Shield,Mixed,0.0
*Total Less lethal weapons,Cheshire,Less lethal weapons,Total: Less lethal weapons,Mixed,4.0
CED of which,Cheshire,,,Mixed,4.0
CED non-discharge,Cheshire,,,Mixed,4.0
CED discharge,Cheshire,,,Mixed,0.0
CED not stated,Cheshire,,,Mixed,0.0
"AEP, of which",Cheshire,Less lethal weapons,Total: AEP,Mixed,0.0
AEP drawn,Cheshire,,,Mixed,0.0
AEP used,Cheshire,,,Mixed,0.0
AEP not stated,Cheshire,,,Mixed,0.0
*Total Firearms,Cheshire,Firearms,Total: Firearms,Mixed,0.0
*Total Other,Cheshire,Other,Total: Other,Mixed,0.0
"Dog use, of which",Cheshire,Other,Total: Dog,Mixed,0.0
Dog deployed,Cheshire,Other,Dog: deployed,Mixed,0.0
Dog bite,Cheshire,Other,Dog: bite,Mixed,0.0
Dog not stated,Cheshire,,,Mixed,0.0
Other / improvised,Cheshire,Other,Other / improvised,Mixed,0.0
*Total Not reported,Cheshire,Not reported,Total: Not reported,Mixed,0.0
Tactical communication,Cheshire,Excluded: Tactical Communication,Tactical Communication,Mixed,23.0
*Total Tactics,City of London,Total,Total: all,Mixed,0.0
*Total Restraint,City of London,Restraint,Total: Restraint,Mixed,0.0
"Handcuffing, of which",City of London,Restraint,Total: Handcuffing,Mixed,0.0
Compliant handcuffing,City of London,Restraint,Handcuffing: compliant,Mixed,0.0
Non-compliant handcuffing,City of London,Restraint,Handcuffing: non-compliant,Mixed,0.0
Handcuffing not stated,City of London,,,Mixed,0.0
Limb / Body restraints,City of London,Restraint,Limb / body restraints,Mixed,0.0
Ground restraint,City of London,Restraint,Ground restraint,Mixed,0.0
*Total Unarmed skills,City of London,Unarmed skills,Total: unarmed skills,Mixed,0.0
*Total Other equipment,City of London,Other equipment,Total: Other equipment,Mixed,0.0
"Baton, of which",City of London,Other equipment,Total: Baton,Mixed,0.0
Baton drawn,City of London,Other equipment,Baton: drawn,Mixed,0.0
Baton used,City of London,Other equipment,Baton: used,Mixed,0.0
Baton not stated,City of London,,,Mixed,0.0
"Irritant spray, of which",City of London,Other equipment,Total: Irritant spray,Mixed,0.0
Irritant spray - drawn,City of London,Other equipment,Irritant spray: drawn,Mixed,0.0
Irritant spray - used,City of London,Other equipment,Irritant spray: used,Mixed,0.0
Irritant spray not stated,City of London,,,Mixed,0.0
Spit and bite guard,City of London,Other equipment,Spit and bite guard,Mixed,0.0
Shield,City of London,Other equipment,Shield,Mixed,0.0
*Total Less lethal weapons,City of London,Less lethal weapons,Total: Less lethal weapons,Mixed,0.0
CED of which,City of London,,,Mixed,0.0
CED non-discharge,City of London,,,Mixed,0.0
CED discharge,City of London,,,Mixed,0.0
CED not stated,City of London,,,Mixed,0.0
"AEP, of which",City of London,Less lethal weapons,Total: AEP,Mixed,0.0
AEP drawn,City of London,,,Mixed,0.0
AEP used,City of London,,,Mixed,0.0
AEP not stated,City of London,,,Mixed,0.0
*Total Firearms,City of London,Firearms,Total: Firearms,Mixed,0.0
*Total Other,City of London,Other,Total: Other,Mixed,0.0
"Dog use, of which",City of London,Other,Total: Dog,Mixed,0.0
Dog deployed,City of London,Other,Dog: deployed,Mixed,0.0
