Police Force,Type of force,Tactic,White,Black (or Black British),Asian (or Asian British),Mixed,Other,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Sussex,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,
Sussex,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Firearms,*Total Firearms,76.0,10.0,19.0,4.0,2.0,1.0,112.0,Firearms,Total: Firearms
Sussex,Other,*Total Other,561.0,37.0,25.0,9.0,7.0,10.0,649.0,Other,Total: Other
Sussex,Other,"Dog use, of which",44.0,4.0,2.0,1.0,2.0,1.0,54.0,Other,Total: Dog
Sussex,Other,Dog deployed,40.0,3.0,2.0,1.0,1.0,1.0,48.0,Other,Dog: deployed
Sussex,Other,Dog bite,4.0,1.0,0.0,0.0,1.0,0.0,6.0,Other,Dog: bite
Sussex,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other,Other / improvised,517.0,33.0,23.0,8.0,5.0,9.0,595.0,Other,Other / improvised
Sussex,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Sussex,Tactical communication,Tactical communication,7830.0,575.0,242.0,184.0,62.0,82.0,8975.0,Excluded: Tactical Communication,Tactical Communication
Thames Valley,Total (excluding not reported and tactical communication),*Total Tactics,21225.0,3516.0,2614.0,999.0,319.0,106.0,28779.0,Total,Total: all
Thames Valley,Restraint,*Total Restraint,12820.0,2078.0,1644.0,596.0,197.0,13.0,17348.0,Restraint,Total: Restraint
Thames Valley,Restraint,"Handcuffing, of which",8137.0,1367.0,1219.0,368.0,147.0,9.0,11247.0,Restraint,Total: Handcuffing
Thames Valley,Restraint,Compliant handcuffing,5278.0,868.0,892.0,232.0,119.0,4.0,7393.0,Restraint,Handcuffing: compliant
Thames Valley,Restraint,Non-compliant handcuffing,2842.0,495.0,327.0,134.0,28.0,4.0,3830.0,Restraint,Handcuffing: non-compliant
Thames Valley,Restraint,Handcuffing not stated,17.0,4.0,0.0,2.0,0.0,1.0,24.0,,
Thames Valley,Restraint,Limb / Body restraints,820.0,92.0,54.0,31.0,7.0,0.0,1004.0,Restraint,Limb / body restraints
Thames Valley,Restraint,Ground restraint,3863.0,619.0,371.0,197.0,43.0,4.0,5097.0,Restraint,Ground restraint
Thames Valley,Unarmed skills,*Total Unarmed skills,5481.0,905.0,627.0,261.0,65.0,36.0,7375.0,Unarmed skills,Total: unarmed skills
Thames Valley,Other equipment,*Total Other equipment,994.0,195.0,108.0,45.0,19.0,9.0,1370.0,Other equipment,Total: Other equipment
Thames Valley,Other equipment,"Baton, of which",173.0,43.0,25.0,7.0,6.0,8.0,262.0,Other equipment,Total: Baton
Thames Valley,Other equipment,Baton drawn,:,:,:,:,:,:,:,Other equipment,Baton: drawn
Thames Valley,Other equipment,Baton used,:,:,:,:,:,:,:,Other equipment,Baton: used
Thames Valley,Other equipment,Baton not stated,173.0,43.0,25.0,7.0,6.0,8.0,262.0,,
Thames Valley,Other equipment,"Irritant spray, of which",566.0,119.0,67.0,28.0,9.0,1.0,790.0,Other equipment,Total: Irritant spray
Thames Valley,Other equipment,Irritant spray - drawn,152.0,37.0,16.0,7.0,3.0,0.0,215.0,Other equipment,Irritant spray: drawn
Thames Valley,Other equipment,Irritant spray - used,360.0,75.0,45.0,20.0,6.0,0.0,506.0,Other equipment,Irritant spray: used
Thames Valley,Other equipment,Irritant spray not stated,54.0,7.0,6.0,1.0,0.0,1.0,69.0,,
Thames Valley,Other equipment,Spit and bite guard,238.0,28.0,14.0,8.0,3.0,0.0,291.0,Other equipment,Spit and bite guard
Thames Valley,Other equipment,Shield,17.0,5.0,2.0,2.0,1.0,0.0,27.0,Other equipment,Shield
Thames Valley,Less lethal weapons,*Total Less lethal weapons,743.0,148.0,93.0,46.0,12.0,0.0,1042.0,Less lethal weapons,Total: Less lethal weapons
Thames Valley,Less lethal weapons,CED of which,740.0,146.0,93.0,46.0,12.0,0.0,1037.0,,
Thames Valley,Less lethal weapons,CED non-discharge,601.0,124.0,88.0,37.0,10.0,0.0,860.0,,
Thames Valley,Less lethal weapons,CED discharge,104.0,13.0,4.0,6.0,0.0,0.0,127.0,,
Thames Valley,Less lethal weapons,CED not stated,35.0,9.0,1.0,3.0,2.0,0.0,50.0,,
Thames Valley,Less lethal weapons,"AEP, of which",3.0,2.0,0.0,0.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Thames Valley,Less lethal weapons,AEP drawn,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,
Thames Valley,Less lethal weapons,AEP used,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Thames Valley,Less lethal weapons,AEP not stated,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,
Thames Valley,Firearms,*Total Firearms,27.0,5.0,5.0,0.0,0.0,0.0,37.0,Firearms,Total: Firearms
Thames Valley,Other,*Total Other,1160.0,185.0,137.0,51.0,26.0,48.0,1607.0,Other,Total: Other
Thames Valley,Other,"Dog use, of which",62.0,7.0,6.0,3.0,1.0,0.0,79.0,Other,Total: Dog
Thames Valley,Other,Dog deployed,:,:,:,:,:,:,:,Other,Dog: deployed
Thames Valley,Other,Dog bite,:,:,:,:,:,:,:,Other,Dog: bite
Thames Valley,Other,Dog not stated,62.0,7.0,6.0,3.0,1.0,0.0,79.0,,
Thames Valley,Other,Other / improvised,1098.0,178.0,131.0,48.0,25.0,48.0,1528.0,Other,Other / improvised
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Thames Valley,Tactical communication,Tactical communication,1161.0,195.0,139.0,61.0,12.0,7.0,1575.0,Excluded: Tactical Communication,Tactical Communication
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,2428.0,286.0,120.0,0.0,7.0,272.0,3113.0,Total,Total: all
Warwickshire,Restraint,*Total Restraint,1397.0,165.0,69.0,0.0,5.0,34.0,1670.0,Restraint,Total: Restraint
Warwickshire,Restraint,"Handcuffing, of which",1047.0,122.0,55.0,0.0,2.0,22.0,1248.0,Restraint,Total: Handcuffing
Warwickshire,Restraint,Compliant handcuffing,480.0,59.0,30.0,0.0,1.0,10.0,580.0,Restraint,Handcuffing: compliant
Warwickshire,Restraint,Non-compliant handcuffing,567.0,63.0,25.0,0.0,1.0,12.0,668.0,Restraint,Handcuffing: non-compliant
Warwickshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warwickshire,Restraint,Limb / Body restraints,42.0,6.0,1.0,0.0,2.0,2.0,53.0,Restraint,Limb / body restraints
Warwickshire,Restraint,Ground restraint,308.0,37.0,13.0,0.0,1.0,10.0,369.0,Restraint,Ground restraint
Warwickshire,Unarmed skills,*Total Unarmed skills,495.0,42.0,21.0,0.0,1.0,16.0,575.0,Unarmed skills,Total: unarmed skills
Warwickshire,Other equipment,*Total Other equipment,136.0,18.0,4.0,0.0,0.0,12.0,170.0,Other equipment,Total: Other equipment
Warwickshire,Other equipment,"Baton, of which",14.0,6.0,0.0,0.0,0.0,5.0,25.0,Other equipment,Total: Baton
Warwickshire,Other equipment,Baton drawn,6.0,4.0,0.0,0.0,0.0,4.0,14.0,Other equipment,Baton: drawn
Warwickshire,Other equipment,Baton used,8.0,2.0,0.0,0.0,0.0,1.0,11.0,Other equipment,Baton: used
Warwickshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warwickshire,Other equipment,"Irritant spray, of which",86.0,10.0,4.0,0.0,0.0,3.0,103.0,Other equipment,Total: Irritant spray
Warwickshire,Other equipment,Irritant spray - drawn,35.0,5.0,3.0,0.0,0.0,3.0,46.0,Other equipment,Irritant spray: drawn
Warwickshire,Other equipment,Irritant spray - used,51.0,5.0,1.0,0.0,0.0,0.0,57.0,Other equipment,Irritant spray: used
Warwickshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warwickshire,Other equipment,Spit and bite guard,35.0,1.0,0.0,0.0,0.0,3.0,39.0,Other equipment,Spit and bite guard
Warwickshire,Other equipment,Shield,1.0,1.0,0.0,0.0,0.0,1.0,3.0,Other equipment,Shield
Warwickshire,Less lethal weapons,*Total Less lethal weapons,2.0,0.0,0.0,0.0,0.0,184.0,186.0,Less lethal weapons,Total: Less lethal weapons
Warwickshire,Less lethal weapons,CED of which,:,:,:,:,:,184.0,184.0,,
Warwickshire,Less lethal weapons,CED non-discharge,:,:,:,:,:,168.0,168.0,,
Warwickshire,Less lethal weapons,CED discharge,:,:,:,:,:,16.0,16.0,,
Warwickshire,Less lethal weapons,CED not stated,:,:,:,:,:,0.0,0.0,,
Warwickshire,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,0.0,0.0,0.0,2.0,Less lethal weapons,Total: AEP
Warwickshire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
Warwickshire,Less lethal weapons,AEP used,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
Warwickshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warwickshire,Firearms,*Total Firearms,68.0,25.0,8.0,0.0,0.0,4.0,105.0,Firearms,Total: Firearms
Warwickshire,Other,*Total Other,330.0,36.0,18.0,0.0,1.0,22.0,407.0,Other,Total: Other
Warwickshire,Other,"Dog use, of which",37.0,6.0,2.0,0.0,0.0,1.0,46.0,Other,Total: Dog
Warwickshire,Other,Dog deployed,35.0,6.0,2.0,0.0,0.0,1.0,44.0,Other,Dog: deployed
Warwickshire,Other,Dog bite,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Warwickshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warwickshire,Other,Other / improvised,293.0,30.0,16.0,0.0,1.0,21.0,361.0,Other,Other / improvised
Warwickshire,Not reported,*Total Not reported,58.0,7.0,5.0,0.0,0.0,6.0,76.0,Not reported,Total: Not reported
Warwickshire,Tactical communication,Tactical communication,521.0,62.0,24.0,0.0,1.0,9.0,617.0,Excluded: Tactical Communication,Tactical Communication
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,13327.0,651.0,480.0,0.0,15.0,775.0,15248.0,Total,Total: all
West Mercia,Restraint,*Total Restraint,7363.0,353.0,255.0,0.0,12.0,106.0,8089.0,Restraint,Total: Restraint
West Mercia,Restraint,"Handcuffing, of which",5031.0,258.0,213.0,0.0,8.0,76.0,5586.0,Restraint,Total: Handcuffing
West Mercia,Restraint,Compliant handcuffing,2407.0,125.0,143.0,0.0,5.0,40.0,2720.0,Restraint,Handcuffing: compliant
West Mercia,Restraint,Non-compliant handcuffing,2624.0,133.0,70.0,0.0,3.0,36.0,2866.0,Restraint,Handcuffing: non-compliant
West Mercia,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Mercia,Restraint,Limb / Body restraints,232.0,5.0,4.0,0.0,0.0,2.0,243.0,Restraint,Limb / body restraints
West Mercia,Restraint,Ground restraint,2100.0,90.0,38.0,0.0,4.0,28.0,2260.0,Restraint,Ground restraint
West Mercia,Unarmed skills,*Total Unarmed skills,3160.0,143.0,101.0,0.0,2.0,43.0,3449.0,Unarmed skills,Total: unarmed skills
West Mercia,Other equipment,*Total Other equipment,734.0,38.0,33.0,0.0,0.0,24.0,829.0,Other equipment,Total: Other equipment
West Mercia,Other equipment,"Baton, of which",128.0,10.0,9.0,0.0,0.0,10.0,157.0,Other equipment,Total: Baton
West Mercia,Other equipment,Baton drawn,67.0,3.0,5.0,0.0,0.0,6.0,81.0,Other equipment,Baton: drawn
West Mercia,Other equipment,Baton used,61.0,7.0,4.0,0.0,0.0,4.0,76.0,Other equipment,Baton: used
West Mercia,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Mercia,Other equipment,"Irritant spray, of which",436.0,20.0,14.0,0.0,0.0,11.0,481.0,Other equipment,Total: Irritant spray
West Mercia,Other equipment,Irritant spray - drawn,220.0,6.0,8.0,0.0,0.0,9.0,243.0,Other equipment,Irritant spray: drawn
West Mercia,Other equipment,Irritant spray - used,216.0,14.0,6.0,0.0,0.0,2.0,238.0,Other equipment,Irritant spray: used
West Mercia,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Mercia,Other equipment,Spit and bite guard,138.0,7.0,10.0,0.0,0.0,1.0,156.0,Other equipment,Spit and bite guard
West Mercia,Other equipment,Shield,32.0,1.0,0.0,0.0,0.0,2.0,35.0,Other equipment,Shield
West Mercia,Less lethal weapons,*Total Less lethal weapons,7.0,0.0,0.0,0.0,0.0,426.0,433.0,Less lethal weapons,Total: Less lethal weapons
West Mercia,Less lethal weapons,CED of which,:,:,:,:,:,425.0,425.0,,
West Mercia,Less lethal weapons,CED non-discharge,:,:,:,:,:,407.0,407.0,,
West Mercia,Less lethal weapons,CED discharge,:,:,:,:,:,18.0,18.0,,
West Mercia,Less lethal weapons,CED not stated,:,:,:,:,:,0.0,0.0,,
West Mercia,Less lethal weapons,"AEP, of which",7.0,0.0,0.0,0.0,0.0,1.0,8.0,Less lethal weapons,Total: AEP
West Mercia,Less lethal weapons,AEP drawn,6.0,0.0,0.0,0.0,0.0,1.0,7.0,,
West Mercia,Less lethal weapons,AEP used,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
West Mercia,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Mercia,Firearms,*Total Firearms,168.0,37.0,20.0,0.0,0.0,10.0,235.0,Firearms,Total: Firearms
West Mercia,Other,*Total Other,1895.0,80.0,71.0,0.0,1.0,166.0,2213.0,Other,Total: Other
West Mercia,Other,"Dog use, of which",214.0,8.0,10.0,0.0,0.0,32.0,264.0,Other,Total: Dog
West Mercia,Other,Dog deployed,199.0,7.0,8.0,0.0,0.0,32.0,246.0,Other,Dog: deployed
West Mercia,Other,Dog bite,15.0,1.0,2.0,0.0,0.0,0.0,18.0,Other,Dog: bite
West Mercia,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Mercia,Other,Other / improvised,1681.0,72.0,61.0,0.0,1.0,134.0,1949.0,Other,Other / improvised
West Mercia,Not reported,*Total Not reported,155.0,15.0,6.0,0.0,0.0,5.0,181.0,Not reported,Total: Not reported
West Mercia,Tactical communication,Tactical communication,3089.0,146.0,126.0,0.0,4.0,61.0,3426.0,Excluded: Tactical Communication,Tactical Communication
West Midlands,Total (excluding not reported and tactical communication),*Total Tactics,10868.0,3512.0,2540.0,982.0,272.0,284.0,18458.0,Total,Total: all
West Midlands,Restraint,*Total Restraint,4395.0,1291.0,921.0,383.0,106.0,96.0,7192.0,Restraint,Total: Restraint
West Midlands,Restraint,"Handcuffing, of which",2505.0,744.0,578.0,197.0,56.0,51.0,4131.0,Restraint,Total: Handcuffing
West Midlands,Restraint,Compliant handcuffing,489.0,156.0,108.0,37.0,18.0,11.0,819.0,Restraint,Handcuffing: compliant
West Midlands,Restraint,Non-compliant handcuffing,2016.0,588.0,470.0,160.0,38.0,40.0,3312.0,Restraint,Handcuffing: non-compliant
West Midlands,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Restraint,Limb / Body restraints,583.0,155.0,69.0,46.0,21.0,19.0,893.0,Restraint,Limb / body restraints
West Midlands,Restraint,Ground restraint,1307.0,392.0,274.0,140.0,29.0,26.0,2168.0,Restraint,Ground restraint
West Midlands,Unarmed skills,*Total Unarmed skills,3613.0,1088.0,799.0,307.0,89.0,100.0,5996.0,Unarmed skills,Total: unarmed skills
West Midlands,Other equipment,*Total Other equipment,892.0,315.0,214.0,90.0,22.0,48.0,1581.0,Other equipment,Total: Other equipment
West Midlands,Other equipment,"Baton, of which",121.0,47.0,46.0,12.0,5.0,18.0,249.0,Other equipment,Total: Baton
West Midlands,Other equipment,Baton drawn,:,:,:,:,:,:,:,Other equipment,Baton: drawn
West Midlands,Other equipment,Baton used,:,:,:,:,:,:,:,Other equipment,Baton: used
West Midlands,Other equipment,Baton not stated,121.0,47.0,46.0,12.0,5.0,18.0,249.0,,
West Midlands,Other equipment,"Irritant spray, of which",535.0,212.0,124.0,58.0,15.0,19.0,963.0,Other equipment,Total: Irritant spray
West Midlands,Other equipment,Irritant spray - drawn,:,:,:,:,:,:,:,Other equipment,Irritant spray: drawn
West Midlands,Other equipment,Irritant spray - used,:,:,:,:,:,:,:,Other equipment,Irritant spray: used
West Midlands,Other equipment,Irritant spray not stated,535.0,212.0,124.0,58.0,15.0,19.0,963.0,,
West Midlands,Other equipment,Spit and bite guard,224.0,48.0,40.0,19.0,2.0,10.0,343.0,Other equipment,Spit and bite guard
West Midlands,Other equipment,Shield,12.0,8.0,4.0,1.0,0.0,1.0,26.0,Other equipment,Shield
West Midlands,Less lethal weapons,*Total Less lethal weapons,1352.0,529.0,364.0,134.0,39.0,21.0,2439.0,Less lethal weapons,Total: Less lethal weapons
West Midlands,Less lethal weapons,CED of which,1344.0,526.0,363.0,134.0,39.0,21.0,2427.0,,
West Midlands,Less lethal weapons,CED non-discharge,1158.0,456.0,330.0,119.0,36.0,19.0,2118.0,,
West Midlands,Less lethal weapons,CED discharge,186.0,70.0,33.0,15.0,3.0,2.0,309.0,,
West Midlands,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Less lethal weapons,"AEP, of which",8.0,3.0,1.0,0.0,0.0,0.0,12.0,Less lethal weapons,Total: AEP
West Midlands,Less lethal weapons,AEP drawn,6.0,2.0,1.0,0.0,0.0,0.0,9.0,,
West Midlands,Less lethal weapons,AEP used,2.0,1.0,0.0,0.0,0.0,0.0,3.0,,
West Midlands,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Firearms,*Total Firearms,205.0,184.0,166.0,27.0,8.0,11.0,601.0,Firearms,Total: Firearms
West Midlands,Other,*Total Other,411.0,105.0,76.0,41.0,8.0,8.0,649.0,Other,Total: Other
West Midlands,Other,"Dog use, of which",61.0,12.0,13.0,6.0,0.0,0.0,92.0,Other,Total: Dog
West Midlands,Other,Dog deployed,:,:,:,:,:,:,:,Other,Dog: deployed
West Midlands,Other,Dog bite,:,:,:,:,:,:,:,Other,Dog: bite
West Midlands,Other,Dog not stated,61.0,12.0,13.0,6.0,0.0,0.0,92.0,,
West Midlands,Other,Other / improvised,350.0,93.0,63.0,35.0,8.0,8.0,557.0,Other,Other / improvised
West Midlands,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
West Midlands,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excluded: Tactical Communication,Tactical Communication
West Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,18620.0,1538.0,3025.0,594.0,234.0,527.0,24538.0,Total,Total: all
West Yorkshire,Restraint,*Total Restraint,10741.0,838.0,1891.0,332.0,150.0,162.0,14114.0,Restraint,Total: Restraint
West Yorkshire,Restraint,"Handcuffing, of which",9606.0,745.0,1778.0,279.0,147.0,140.0,12695.0,Restraint,Total: Handcuffing
West Yorkshire,Restraint,Compliant handcuffing,5937.0,466.0,1285.0,162.0,114.0,71.0,8035.0,Restraint,Handcuffing: compliant
West Yorkshire,Restraint,Non-compliant handcuffing,3669.0,279.0,493.0,117.0,33.0,69.0,4660.0,Restraint,Handcuffing: non-compliant
West Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Restraint,Limb / Body restraints,523.0,52.0,52.0,25.0,2.0,13.0,667.0,Restraint,Limb / body restraints
West Yorkshire,Restraint,Ground restraint,612.0,41.0,61.0,28.0,1.0,9.0,752.0,Restraint,Ground restraint
West Yorkshire,Unarmed skills,*Total Unarmed skills,5499.0,445.0,736.0,173.0,50.0,202.0,7105.0,Unarmed skills,Total: unarmed skills
West Yorkshire,Other equipment,*Total Other equipment,1354.0,136.0,189.0,54.0,9.0,67.0,1809.0,Other equipment,Total: Other equipment
West Yorkshire,Other equipment,"Baton, of which",124.0,29.0,28.0,11.0,0.0,30.0,222.0,Other equipment,Total: Baton
West Yorkshire,Other equipment,Baton drawn,70.0,17.0,16.0,7.0,0.0,20.0,130.0,Other equipment,Baton: drawn
West Yorkshire,Other equipment,Baton used,54.0,12.0,12.0,4.0,0.0,10.0,92.0,Other equipment,Baton: used
West Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other equipment,"Irritant spray, of which",967.0,95.0,131.0,31.0,6.0,35.0,1265.0,Other equipment,Total: Irritant spray
West Yorkshire,Other equipment,Irritant spray - drawn,352.0,38.0,49.0,14.0,1.0,15.0,469.0,Other equipment,Irritant spray: drawn
West Yorkshire,Other equipment,Irritant spray - used,615.0,57.0,82.0,17.0,5.0,20.0,796.0,Other equipment,Irritant spray: used
West Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other equipment,Spit and bite guard,251.0,11.0,30.0,11.0,2.0,2.0,307.0,Other equipment,Spit and bite guard
West Yorkshire,Other equipment,Shield,12.0,1.0,0.0,1.0,1.0,0.0,15.0,Other equipment,Shield
West Yorkshire,Less lethal weapons,*Total Less lethal weapons,654.0,75.0,117.0,21.0,13.0,27.0,907.0,Less lethal weapons,Total: Less lethal weapons
West Yorkshire,Less lethal weapons,CED of which,636.0,70.0,105.0,21.0,11.0,25.0,868.0,,
West Yorkshire,Less lethal weapons,CED non-discharge,570.0,65.0,100.0,19.0,10.0,24.0,788.0,,
West Yorkshire,Less lethal weapons,CED discharge,66.0,5.0,5.0,2.0,1.0,1.0,80.0,,
West Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Less lethal weapons,"AEP, of which",18.0,5.0,12.0,0.0,2.0,2.0,39.0,Less lethal weapons,Total: AEP
West Yorkshire,Less lethal weapons,AEP drawn,18.0,5.0,12.0,0.0,2.0,2.0,39.0,,
West Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Firearms,*Total Firearms,103.0,22.0,50.0,1.0,6.0,30.0,212.0,Firearms,Total: Firearms
West Yorkshire,Other,*Total Other,269.0,22.0,42.0,13.0,6.0,39.0,391.0,Other,Total: Other
West Yorkshire,Other,"Dog use, of which",35.0,6.0,2.0,0.0,0.0,17.0,60.0,Other,Total: Dog
West Yorkshire,Other,Dog deployed,23.0,4.0,2.0,0.0,0.0,11.0,40.0,Other,Dog: deployed
West Yorkshire,Other,Dog bite,12.0,2.0,0.0,0.0,0.0,6.0,20.0,Other,Dog: bite
West Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other,Other / improvised,234.0,16.0,40.0,13.0,6.0,22.0,331.0,Other,Other / improvised
West Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,75.0,75.0,Not reported,Total: Not reported
West Yorkshire,Tactical communication,Tactical communication,8935.0,752.0,1460.0,280.0,116.0,284.0,11827.0,Excluded: Tactical Communication,Tactical Communication
Wiltshire,Total (excluding not reported and tactical communication),*Total Tactics,2402.0,157.0,39.0,92.0,8.0,328.0,3026.0,Total,Total: all
Wiltshire,Restraint,*Total Restraint,1919.0,103.0,30.0,64.0,8.0,263.0,2387.0,Restraint,Total: Restraint
Wiltshire,Restraint,"Handcuffing, of which",1780.0,96.0,29.0,60.0,7.0,235.0,2207.0,Restraint,Total: Handcuffing
Wiltshire,Restraint,Compliant handcuffing,721.0,35.0,19.0,27.0,4.0,64.0,870.0,Restraint,Handcuffing: compliant
Wiltshire,Restraint,Non-compliant handcuffing,1059.0,61.0,10.0,33.0,3.0,171.0,1337.0,Restraint,Handcuffing: non-compliant
Wiltshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Restraint,Limb / Body restraints,139.0,7.0,1.0,4.0,1.0,28.0,180.0,Restraint,Limb / body restraints
Wiltshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Ground restraint
Wiltshire,Unarmed skills,*Total Unarmed skills,86.0,12.0,1.0,7.0,0.0,12.0,118.0,Unarmed skills,Total: unarmed skills
Wiltshire,Other equipment,*Total Other equipment,146.0,6.0,1.0,5.0,0.0,17.0,175.0,Other equipment,Total: Other equipment
Wiltshire,Other equipment,"Baton, of which",17.0,0.0,0.0,0.0,0.0,1.0,18.0,Other equipment,Total: Baton
Wiltshire,Other equipment,Baton drawn,12.0,0.0,0.0,0.0,0.0,1.0,13.0,Other equipment,Baton: drawn
Wiltshire,Other equipment,Baton used,5.0,0.0,0.0,0.0,0.0,0.0,5.0,Other equipment,Baton: used
Wiltshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Other equipment,"Irritant spray, of which",58.0,5.0,0.0,4.0,0.0,8.0,75.0,Other equipment,Total: Irritant spray
Wiltshire,Other equipment,Irritant spray - drawn,54.0,5.0,0.0,2.0,0.0,7.0,68.0,Other equipment,Irritant spray: drawn
Wiltshire,Other equipment,Irritant spray - used,4.0,0.0,0.0,2.0,0.0,1.0,7.0,Other equipment,Irritant spray: used
Wiltshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Other equipment,Spit and bite guard,71.0,1.0,1.0,1.0,0.0,8.0,82.0,Other equipment,Spit and bite guard
Wiltshire,Other equipment,Shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Shield
Wiltshire,Less lethal weapons,*Total Less lethal weapons,182.0,26.0,6.0,12.0,0.0,29.0,255.0,Less lethal weapons,Total: Less lethal weapons
Wiltshire,Less lethal weapons,CED of which,182.0,26.0,6.0,12.0,0.0,29.0,255.0,,
Wiltshire,Less lethal weapons,CED non-discharge,158.0,21.0,5.0,11.0,0.0,24.0,219.0,,
Wiltshire,Less lethal weapons,CED discharge,24.0,5.0,1.0,1.0,0.0,5.0,36.0,,
Wiltshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
Wiltshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Firearms,*Total Firearms,1.0,1.0,1.0,3.0,0.0,0.0,6.0,Firearms,Total: Firearms
Wiltshire,Other,*Total Other,68.0,9.0,0.0,1.0,0.0,7.0,85.0,Other,Total: Other
Wiltshire,Other,"Dog use, of which",3.0,0.0,0.0,0.0,0.0,0.0,3.0,Other,Total: Dog
Wiltshire,Other,Dog deployed,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: deployed
Wiltshire,Other,Dog bite,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: bite
Wiltshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
