Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Surrey,Restraint,Compliant handcuffing,2.0,235.0,1317.0,521.0,172.0,9.0,75.0,2331.0,Restraint,Handcuffing: compliant
Surrey,Restraint,Non-compliant handcuffing,0.0,34.0,307.0,132.0,35.0,1.0,0.0,509.0,Restraint,Handcuffing: non-compliant
Surrey,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Surrey,Restraint,Limb / Body restraints,1.0,133.0,865.0,311.0,104.0,15.0,79.0,1508.0,Restraint,Limb / body restraints
Surrey,Restraint,Ground restraint,1.0,111.0,782.0,260.0,70.0,3.0,44.0,1271.0,Restraint,Ground restraint
Surrey,Unarmed skills,*Total Unarmed skills,0.0,69.0,539.0,204.0,53.0,2.0,13.0,880.0,Unarmed skills,Total: unarmed skills
Surrey,Other equipment,*Total Other equipment,0.0,22.0,232.0,89.0,26.0,1.0,19.0,389.0,Other equipment,Total: Other equipment
Surrey,Other equipment,"Baton, of which",0.0,6.0,39.0,15.0,3.0,0.0,3.0,66.0,Other equipment,Total: Baton
Surrey,Other equipment,Baton drawn,0.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0,Other equipment,Baton: drawn
Surrey,Other equipment,Baton used,0.0,4.0,33.0,15.0,3.0,0.0,3.0,58.0,Other equipment,Baton: used
Surrey,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Surrey,Other equipment,"Irritant spray, of which",0.0,14.0,114.0,53.0,14.0,0.0,12.0,207.0,Other equipment,Total: Irritant spray
Surrey,Other equipment,Irritant spray - drawn,0.0,5.0,61.0,26.0,9.0,0.0,6.0,107.0,Other equipment,Irritant spray: drawn
Surrey,Other equipment,Irritant spray - used,0.0,9.0,53.0,27.0,5.0,0.0,6.0,100.0,Other equipment,Irritant spray: used
Surrey,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Surrey,Other equipment,Spit and bite guard,0.0,2.0,77.0,21.0,6.0,1.0,4.0,111.0,Other equipment,Spit and bite guard
Surrey,Other equipment,Shield,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,Other equipment,Shield
Surrey,Less lethal weapons,*Total Less lethal weapons,0.0,24.0,161.0,66.0,24.0,5.0,12.0,292.0,Less lethal weapons,Total: Less lethal weapons
Surrey,Less lethal weapons,CED,0.0,22.0,161.0,65.0,22.0,5.0,12.0,287.0,Less lethal weapons,CED
Surrey,Less lethal weapons,"AEP, of which",0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Surrey,Less lethal weapons,AEP aimed,0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,Less lethal weapons,AEP: Aimed
Surrey,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Surrey,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Surrey,Firearms,*Total Firearms,0.0,5.0,42.0,15.0,14.0,1.0,1.0,78.0,Firearms,Total: Firearms
Surrey,Other,*Total Other,1.0,107.0,759.0,314.0,83.0,7.0,77.0,1348.0,Other,Total: Other
Surrey,Other,"Dog use, of which",0.0,4.0,6.0,1.0,0.0,0.0,0.0,11.0,Other,Total: Dog
Surrey,Other,Dog deployed,0.0,3.0,4.0,1.0,0.0,0.0,0.0,8.0,Other,Dog: deployed
Surrey,Other,Dog bite,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Surrey,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Surrey,Other,Other / improvised,1.0,103.0,753.0,313.0,83.0,7.0,77.0,1337.0,Other,Other / improvised
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Surrey,Tactical communication,Tactical communication,0.0,92.0,586.0,240.0,78.0,1.0,0.0,997.0,Excluded: Tactical Communication,Tactical Communication
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,13.0,2338.0,14799.0,6647.0,1979.0,265.0,1449.0,27490.0,Total,Total: all
Sussex,Restraint,*Total Restraint,5.0,1283.0,8063.0,3644.0,1075.0,128.0,744.0,14942.0,Restraint,Total: Restraint
Sussex,Restraint,"Handcuffing, of which",2.0,677.0,4058.0,1884.0,582.0,58.0,270.0,7531.0,Restraint,Total: Handcuffing
Sussex,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: compliant
Sussex,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: non-compliant
Sussex,Restraint,Not stated handcuffing,2.0,677.0,4058.0,1884.0,582.0,58.0,270.0,7531.0,Restraint,Handcuffing: not stated
Sussex,Restraint,Limb / Body restraints,2.0,339.0,2089.0,1003.0,303.0,39.0,312.0,4087.0,Restraint,Limb / body restraints
Sussex,Restraint,Ground restraint,1.0,267.0,1916.0,757.0,190.0,31.0,162.0,3324.0,Restraint,Ground restraint
Sussex,Unarmed skills,*Total Unarmed skills,7.0,910.0,5530.0,2481.0,769.0,111.0,581.0,10389.0,Unarmed skills,Total: unarmed skills
Sussex,Other equipment,*Total Other equipment,0.0,25.0,527.0,221.0,51.0,13.0,54.0,891.0,Other equipment,Total: Other equipment
Sussex,Other equipment,"Baton, of which",0.0,5.0,113.0,51.0,10.0,2.0,13.0,194.0,Other equipment,Total: Baton
Sussex,Other equipment,Baton drawn,0.0,2.0,24.0,9.0,1.0,0.0,0.0,36.0,Other equipment,Baton: drawn
Sussex,Other equipment,Baton used,0.0,1.0,20.0,6.0,2.0,0.0,0.0,29.0,Other equipment,Baton: used
Sussex,Other equipment,Not stated baton,0.0,2.0,69.0,36.0,7.0,2.0,13.0,129.0,Other equipment,Baton: not stated
Sussex,Other equipment,"Irritant spray, of which",0.0,15.0,380.0,151.0,40.0,11.0,41.0,638.0,Other equipment,Total: Irritant spray
Sussex,Other equipment,Irritant spray - drawn,0.0,5.0,53.0,35.0,10.0,3.0,0.0,106.0,Other equipment,Irritant spray: drawn
Sussex,Other equipment,Irritant spray - used,0.0,1.0,77.0,21.0,8.0,3.0,0.0,110.0,Other equipment,Irritant spray: used
Sussex,Other equipment,Not stated irritant spray,0.0,9.0,250.0,95.0,22.0,5.0,41.0,422.0,Other equipment,Irritant spray: not stated
Sussex,Other equipment,Spit and bite guard,0.0,5.0,34.0,12.0,1.0,0.0,0.0,52.0,Other equipment,Spit and bite guard
Sussex,Other equipment,Shield,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,Other equipment,Shield
Sussex,Less lethal weapons,*Total Less lethal weapons,0.0,23.0,228.0,89.0,28.0,2.0,23.0,393.0,Less lethal weapons,Total: Less lethal weapons
Sussex,Less lethal weapons,CED,0.0,23.0,227.0,89.0,27.0,2.0,23.0,391.0,Less lethal weapons,CED
Sussex,Less lethal weapons,"AEP, of which",0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Less lethal weapons,Total: AEP
Sussex,Less lethal weapons,AEP aimed,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Less lethal weapons,AEP: Aimed
Sussex,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Sussex,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Sussex,Firearms,*Total Firearms,0.0,7.0,68.0,33.0,9.0,3.0,8.0,128.0,Firearms,Total: Firearms
Sussex,Other,*Total Other,1.0,90.0,383.0,179.0,47.0,8.0,39.0,747.0,Other,Total: Other
Sussex,Other,"Dog use, of which",0.0,18.0,37.0,13.0,1.0,0.0,3.0,72.0,Other,Total: Dog
Sussex,Other,Dog deployed,0.0,7.0,9.0,4.0,1.0,0.0,0.0,21.0,Other,Dog: deployed
Sussex,Other,Dog bite,0.0,3.0,4.0,2.0,0.0,0.0,1.0,10.0,Other,Dog: bite
Sussex,Other,Not stated dog,0.0,8.0,24.0,7.0,0.0,0.0,2.0,41.0,Other,Dog: not stated
Sussex,Other,Other / improvised,1.0,72.0,346.0,166.0,46.0,8.0,36.0,675.0,Other,Other / improvised
Sussex,Not reported,*Total Not reported,2.0,15.0,113.0,43.0,17.0,3.0,81.0,274.0,Not reported,Total: Not reported
Sussex,Tactical communication,Tactical communication,0.0,220.0,1106.0,477.0,183.0,20.0,5.0,2011.0,Excluded: Tactical Communication,Tactical Communication
Thames Valley,Total (excluding not reported and tactical communication),*Total Tactics,12.0,2838.0,16329.0,7093.0,1720.0,132.0,152.0,28276.0,Total,Total: all
Thames Valley,Restraint,*Total Restraint,3.0,1737.0,9951.0,4390.0,1063.0,69.0,63.0,17276.0,Restraint,Total: Restraint
Thames Valley,Restraint,"Handcuffing, of which",1.0,1077.0,6227.0,3032.0,758.0,52.0,44.0,11191.0,Restraint,Total: Handcuffing
Thames Valley,Restraint,Compliant handcuffing,1.0,382.0,2638.0,1346.0,323.0,21.0,28.0,4739.0,Restraint,Handcuffing: compliant
Thames Valley,Restraint,Non-compliant handcuffing,0.0,658.0,3401.0,1613.0,415.0,30.0,14.0,6131.0,Restraint,Handcuffing: non-compliant
Thames Valley,Restraint,Not stated handcuffing,0.0,37.0,188.0,73.0,20.0,1.0,2.0,321.0,Restraint,Handcuffing: not stated
Thames Valley,Restraint,Limb / Body restraints,0.0,94.0,658.0,214.0,55.0,5.0,3.0,1029.0,Restraint,Limb / body restraints
Thames Valley,Restraint,Ground restraint,2.0,566.0,3066.0,1144.0,250.0,12.0,16.0,5056.0,Restraint,Ground restraint
Thames Valley,Unarmed skills,*Total Unarmed skills,8.0,860.0,4390.0,1914.0,501.0,47.0,20.0,7740.0,Unarmed skills,Total: unarmed skills
Thames Valley,Other equipment,*Total Other equipment,0.0,125.0,999.0,391.0,84.0,4.0,7.0,1610.0,Other equipment,Total: Other equipment
Thames Valley,Other equipment,"Baton, of which",0.0,24.0,221.0,80.0,12.0,0.0,1.0,338.0,Other equipment,Total: Baton
Thames Valley,Other equipment,Baton drawn,0.0,16.0,68.0,28.0,6.0,0.0,0.0,118.0,Other equipment,Baton: drawn
Thames Valley,Other equipment,Baton used,0.0,2.0,91.0,36.0,2.0,0.0,1.0,132.0,Other equipment,Baton: used
Thames Valley,Other equipment,Not stated baton,0.0,6.0,62.0,16.0,4.0,0.0,0.0,88.0,Other equipment,Baton: not stated
Thames Valley,Other equipment,"Irritant spray, of which",0.0,79.0,559.0,245.0,59.0,3.0,2.0,947.0,Other equipment,Total: Irritant spray
Thames Valley,Other equipment,Irritant spray - drawn,0.0,36.0,202.0,82.0,16.0,2.0,1.0,339.0,Other equipment,Irritant spray: drawn
Thames Valley,Other equipment,Irritant spray - used,0.0,43.0,357.0,163.0,43.0,1.0,1.0,608.0,Other equipment,Irritant spray: used
Thames Valley,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Thames Valley,Other equipment,Spit and bite guard,0.0,22.0,192.0,59.0,9.0,0.0,1.0,283.0,Other equipment,Spit and bite guard
Thames Valley,Other equipment,Shield,0.0,0.0,27.0,7.0,4.0,1.0,3.0,42.0,Other equipment,Shield
Thames Valley,Less lethal weapons,*Total Less lethal weapons,0.0,47.0,485.0,207.0,36.0,5.0,12.0,792.0,Less lethal weapons,Total: Less lethal weapons
Thames Valley,Less lethal weapons,CED,0.0,47.0,475.0,204.0,35.0,5.0,12.0,778.0,Less lethal weapons,CED
Thames Valley,Less lethal weapons,"AEP, of which",0.0,0.0,10.0,3.0,1.0,0.0,0.0,14.0,Less lethal weapons,Total: AEP
Thames Valley,Less lethal weapons,AEP aimed,0.0,0.0,9.0,3.0,0.0,0.0,0.0,12.0,Less lethal weapons,AEP: Aimed
Thames Valley,Less lethal weapons,AEP fired,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Fired
Thames Valley,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Less lethal weapons,AEP: Not stated
Thames Valley,Firearms,*Total Firearms,0.0,0.0,54.0,6.0,1.0,1.0,0.0,62.0,Firearms,Total: Firearms
Thames Valley,Other,*Total Other,1.0,69.0,450.0,185.0,35.0,6.0,50.0,796.0,Other,Total: Other
Thames Valley,Other,"Dog use, of which",0.0,4.0,55.0,27.0,1.0,0.0,1.0,88.0,Other,Total: Dog
Thames Valley,Other,Dog deployed,0.0,4.0,34.0,18.0,1.0,0.0,1.0,58.0,Other,Dog: deployed
Thames Valley,Other,Dog bite,0.0,0.0,18.0,9.0,0.0,0.0,0.0,27.0,Other,Dog: bite
Thames Valley,Other,Not stated dog,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: not stated
Thames Valley,Other,Other / improvised,1.0,65.0,395.0,158.0,34.0,6.0,49.0,708.0,Other,Other / improvised
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Thames Valley,Tactical communication,Tactical communication,9.0,1391.0,7882.0,3705.0,925.0,82.0,72.0,14066.0,Excluded: Tactical Communication,Tactical Communication
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,0.0,0.0,0.0,0.0,0.0,0.0,2472.0,2472.0,Total,Total: all
Warwickshire,Restraint,*Total Restraint,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,1377.0,Restraint,Total: Restraint
Warwickshire,Restraint,"Handcuffing, of which",0.0,0.0,0.0,0.0,0.0,0.0,1017.0,1017.0,Restraint,Total: Handcuffing
Warwickshire,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,444.0,444.0,Restraint,Handcuffing: compliant
Warwickshire,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,573.0,573.0,Restraint,Handcuffing: non-compliant
Warwickshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Warwickshire,Restraint,Limb / Body restraints,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,Restraint,Limb / body restraints
Warwickshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,324.0,324.0,Restraint,Ground restraint
Warwickshire,Unarmed skills,*Total Unarmed skills,0.0,0.0,0.0,0.0,0.0,0.0,532.0,532.0,Unarmed skills,Total: unarmed skills
Warwickshire,Other equipment,*Total Other equipment,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,Other equipment,Total: Other equipment
Warwickshire,Other equipment,"Baton, of which",0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,Other equipment,Total: Baton
Warwickshire,Other equipment,Baton drawn,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,Other equipment,Baton: drawn
Warwickshire,Other equipment,Baton used,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,Other equipment,Baton: used
Warwickshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Warwickshire,Other equipment,"Irritant spray, of which",0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,Other equipment,Total: Irritant spray
Warwickshire,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,Other equipment,Irritant spray: drawn
Warwickshire,Other equipment,Irritant spray - used,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,Other equipment,Irritant spray: used
Warwickshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Warwickshire,Other equipment,Spit and bite guard,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,Other equipment,Spit and bite guard
Warwickshire,Other equipment,Shield,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,Other equipment,Shield
Warwickshire,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,Total: Less lethal weapons
Warwickshire,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,CED
Warwickshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,Total: AEP
Warwickshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Aimed
Warwickshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,AEP: Fired
Warwickshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Warwickshire,Firearms,*Total Firearms,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,Firearms,Total: Firearms
Warwickshire,Other,*Total Other,0.0,0.0,0.0,0.0,0.0,0.0,304.0,304.0,Other,Total: Other
Warwickshire,Other,"Dog use, of which",0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,Other,Total: Dog
Warwickshire,Other,Dog deployed,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,Other,Dog: deployed
Warwickshire,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Other,Dog: bite
Warwickshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Warwickshire,Other,Other / improvised,0.0,0.0,0.0,0.0,0.0,0.0,267.0,267.0,Other,Other / improvised
Warwickshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,Not reported,Total: Not reported
Warwickshire,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,484.0,484.0,Excluded: Tactical Communication,Tactical Communication
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,0.0,0.0,0.0,0.0,0.0,0.0,11197.0,11197.0,Total,Total: all
West Mercia,Restraint,*Total Restraint,0.0,0.0,0.0,0.0,0.0,0.0,5965.0,5965.0,Restraint,Total: Restraint
West Mercia,Restraint,"Handcuffing, of which",0.0,0.0,0.0,0.0,0.0,0.0,4009.0,4009.0,Restraint,Total: Handcuffing
West Mercia,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,1762.0,Restraint,Handcuffing: compliant
West Mercia,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,2247.0,2247.0,Restraint,Handcuffing: non-compliant
West Mercia,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
West Mercia,Restraint,Limb / Body restraints,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,Restraint,Limb / body restraints
West Mercia,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,1722.0,1722.0,Restraint,Ground restraint
West Mercia,Unarmed skills,*Total Unarmed skills,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,2651.0,Unarmed skills,Total: unarmed skills
West Mercia,Other equipment,*Total Other equipment,0.0,0.0,0.0,0.0,0.0,0.0,747.0,747.0,Other equipment,Total: Other equipment
West Mercia,Other equipment,"Baton, of which",0.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,Other equipment,Total: Baton
West Mercia,Other equipment,Baton drawn,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,Other equipment,Baton: drawn
West Mercia,Other equipment,Baton used,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,Other equipment,Baton: used
West Mercia,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
West Mercia,Other equipment,"Irritant spray, of which",0.0,0.0,0.0,0.0,0.0,0.0,429.0,429.0,Other equipment,Total: Irritant spray
West Mercia,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,Other equipment,Irritant spray: drawn
West Mercia,Other equipment,Irritant spray - used,0.0,0.0,0.0,0.0,0.0,0.0,231.0,231.0,Other equipment,Irritant spray: used
West Mercia,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
West Mercia,Other equipment,Spit and bite guard,0.0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,Other equipment,Spit and bite guard
West Mercia,Other equipment,Shield,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,Other equipment,Shield
West Mercia,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Less lethal weapons,Total: Less lethal weapons
West Mercia,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,CED
West Mercia,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Less lethal weapons,Total: AEP
West Mercia,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Less lethal weapons,AEP: Aimed
West Mercia,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
West Mercia,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
West Mercia,Firearms,*Total Firearms,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,Firearms,Total: Firearms
West Mercia,Other,*Total Other,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,1686.0,Other,Total: Other
West Mercia,Other,"Dog use, of which",0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,Other,Total: Dog
West Mercia,Other,Dog deployed,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,Other,Dog: deployed
West Mercia,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,Other,Dog: bite
West Mercia,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
West Mercia,Other,Other / improvised,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,1509.0,Other,Other / improvised
West Mercia,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,Not reported,Total: Not reported
West Mercia,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,2079.0,2079.0,Excluded: Tactical Communication,Tactical Communication
West Midlands,Total (excluding not reported and tactical communication),*Total Tactics,14.0,980.0,7488.0,3038.0,663.0,75.0,2.0,12260.0,Total,Total: all
West Midlands,Restraint,*Total Restraint,3.0,478.0,2957.0,1257.0,288.0,25.0,0.0,5008.0,Restraint,Total: Restraint
West Midlands,Restraint,"Handcuffing, of which",0.0,289.0,1708.0,747.0,178.0,18.0,0.0,2940.0,Restraint,Total: Handcuffing
West Midlands,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: compliant
West Midlands,Restraint,Non-compliant handcuffing,0.0,289.0,1708.0,747.0,178.0,18.0,0.0,2940.0,Restraint,Handcuffing: non-compliant
West Midlands,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
West Midlands,Restraint,Limb / Body restraints,1.0,58.0,327.0,124.0,36.0,4.0,0.0,550.0,Restraint,Limb / body restraints
West Midlands,Restraint,Ground restraint,2.0,131.0,922.0,386.0,74.0,3.0,0.0,1518.0,Restraint,Ground restraint
West Midlands,Unarmed skills,*Total Unarmed skills,5.0,323.0,2225.0,994.0,229.0,27.0,1.0,3804.0,Unarmed skills,Total: unarmed skills
West Midlands,Other equipment,*Total Other equipment,1.0,64.0,922.0,336.0,51.0,5.0,1.0,1380.0,Other equipment,Total: Other equipment
West Midlands,Other equipment,"Baton, of which",0.0,13.0,214.0,40.0,4.0,1.0,0.0,272.0,Other equipment,Total: Baton
West Midlands,Other equipment,Baton drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: drawn
West Midlands,Other equipment,Baton used,0.0,13.0,214.0,40.0,4.0,1.0,0.0,272.0,Other equipment,Baton: used
West Midlands,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
West Midlands,Other equipment,"Irritant spray, of which",1.0,39.0,551.0,204.0,37.0,2.0,1.0,835.0,Other equipment,Total: Irritant spray
West Midlands,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: drawn
West Midlands,Other equipment,Irritant spray - used,1.0,39.0,551.0,204.0,37.0,2.0,1.0,835.0,Other equipment,Irritant spray: used
West Midlands,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
West Midlands,Other equipment,Spit and bite guard,0.0,12.0,143.0,82.0,10.0,2.0,0.0,249.0,Other equipment,Spit and bite guard
West Midlands,Other equipment,Shield,0.0,0.0,14.0,10.0,0.0,0.0,0.0,24.0,Other equipment,Shield
West Midlands,Less lethal weapons,*Total Less lethal weapons,1.0,39.0,457.0,195.0,38.0,5.0,0.0,735.0,Less lethal weapons,Total: Less lethal weapons
West Midlands,Less lethal weapons,CED,1.0,37.0,434.0,192.0,37.0,5.0,0.0,706.0,Less lethal weapons,CED
West Midlands,Less lethal weapons,"AEP, of which",0.0,2.0,23.0,3.0,1.0,0.0,0.0,29.0,Less lethal weapons,Total: AEP
West Midlands,Less lethal weapons,AEP aimed,0.0,1.0,21.0,2.0,1.0,0.0,0.0,25.0,Less lethal weapons,AEP: Aimed
West Midlands,Less lethal weapons,AEP fired,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,Less lethal weapons,AEP: Fired
West Midlands,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
West Midlands,Firearms,*Total Firearms,1.0,13.0,474.0,90.0,20.0,5.0,0.0,603.0,Firearms,Total: Firearms
West Midlands,Other,*Total Other,3.0,63.0,453.0,166.0,37.0,8.0,0.0,730.0,Other,Total: Other
West Midlands,Other,"Dog use, of which",0.0,12.0,88.0,15.0,1.0,0.0,0.0,116.0,Other,Total: Dog
West Midlands,Other,Dog deployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: deployed
West Midlands,Other,Dog bite,0.0,12.0,88.0,15.0,1.0,0.0,0.0,116.0,Other,Dog: bite
West Midlands,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
West Midlands,Other,Other / improvised,3.0,51.0,365.0,151.0,36.0,8.0,0.0,614.0,Other,Other / improvised
West Midlands,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
West Midlands,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excluded: Tactical Communication,Tactical Communication
